Key,English,Vietnamese
PROPQUEST_SCENARIO_INC_002012,Woah! Don't get many visitors out this way. What are you looking for here anyway?,Chà! Đừng thu hút nhiều khách theo cách này. Bạn đang tìm kiếm điều gì ở đây?
PROPQUEST_SCENARIO_INC_002013,You heard me correctly! Kill Steel Knights to get Steel Pieces and go to Amadolka. You got this champ!,Bạn nghe đúng những gì tôi nói rồi đấy! Giết Steel Knights để lấy Steel Pieces và đến Amadolka. Bạn sẽ làm được thôi!
PROPQUEST_SCENARIO_INC_002014,Kill Steel Knights to collect Steel Pieces and bring them to Amadolka.,Giết Steel Knights để thu thập các Steel Pieces và đưa chúng đến Amadolka. 
PROPQUEST_SCENARIO_INC_002016,Breaking the Curse (3),Phá vỡ lời nguyền (3)
PROPQUEST_SCENARIO_INC_002017,"Ahh~ turning Steel Pieces into Hard Steel Powder? Actually, I will unfortunately be unable to complete such a request, for my machinery currently is not operational.","Ahh ~ biến các Steel Pieces thành Hard Steel Powder? Trên thực tế, tôi rất tiếc sẽ không thể hoàn thành một yêu cầu như vậy được vì máy móc của tôi hiện không có khả năng đáp ứng được."
PROPQUEST_SCENARIO_INC_002018,The only other person I can think of with machinery powerful enough to grind the Steel Pieces to Powder would be cell at the Erons Factory. Seek him out and ask for his help!,Người duy nhất mà tôi có thể nghĩ đến với máy móc đủ mạnh để nghiền các Steel Pieces thành Powder sẽ là Cell tại Erons Factory. Tìm kiếm anh ta và yêu cầu sự giúp đỡ từ anh ấy!
PROPQUEST_SCENARIO_INC_002019,"I have little to no clue what you intend to do with the Hard Steel Powder, but I wish you luck!","Tôi không biết bạn định làm gì với Hard Steel Powder, nhưng tôi chúc bạn may mắn!"
PROPQUEST_SCENARIO_INC_002020,Well! Back to work for me!,Chà chà! Quay lại làm việc cho tôi à!
PROPQUEST_SCENARIO_INC_002021,"Har har har what do we have here? A new employee? You seem a little puny for a factory worker? Oh, nevermind!","Ha ha ha chúng ta có gì ở đây nào? Nhân viên mới à? Trông bạn có vẻ hơi nhỏ con so với một công nhân nhà máy thì phải? Mà thôi, đừng bận tâm!"
PROPQUEST_SCENARIO_INC_002022,"Yes, Cell is his name. You should be able to find him North of this location. Ask him to grind the Steel Pieces for you.","Vâng, Cell là tên của anh ấy. Bạn sẽ có thể tìm thấy anh ta ở phía Bắc từ vị trí này. Yêu cầu anh ta mài các Steel Pieces cho bạn."
PROPQUEST_SCENARIO_INC_002023,Seek out Cell and ask him to grind the Steel Pieces.,Tìm kiếm Cell và yêu cầu anh ta mài các Steel Pieces.
PROPQUEST_SCENARIO_INC_002025,Breaking the Curse (4),Phá vỡ lời nguyền (4)
PROPQUEST_SCENARIO_INC_002026,"Ahh so you need me to grind these Steel Pieces you say? Piece of cake, just give me a moment.","À, vậy là bạn cần tôi nghiền những chiếc Steel Pieces sao?? Dễ như ăn kẹo, chờ tôi một chút nhé."
PROPQUEST_SCENARIO_INC_002027,All finished! Here you go. The machinery in Darkon is the best in all of Madrigal! Tell your friends about our services!,Tất cả đã hoàn thành! Của bạn đây. Máy móc trong Darkon tốt nhất ở Madrigal! Hãy giới thiệu với bạn bè của bạn về các dịch vụ của chúng tôi!
PROPQUEST_SCENARIO_INC_002028,Well hurry on now! You obviously have something important that you require the Steel Powder for!,Nhanh lên nào! Rõ ràng là bạn có một thứ quan trọng mà bạn cần đến Steel Powder!
PROPQUEST_SCENARIO_INC_002029,"Well, that is a little ungrateful! And to think I did this all free of charge!","Chà, hơi vô ơn! Và tôi nghĩ rằng tôi đã làm điều này hoàn toàn miễn phí!"
PROPQUEST_SCENARIO_INC_002030,Aha! Now this is some finely ground Steel Powder!,Aha! Đây là một số Steel Powder được nghiền mịn!
PROPQUEST_SCENARIO_INC_002031,I must get back to work now! Hurry along!,Tôi phải trở lại làm việc ngay bây giờ! Nhanh lên!
PROPQUEST_SCENARIO_INC_002032,Bring the Steel Powder Cell has given you back to Reodos.,Mang Steel Powder mà Cell đã đưa bạn trở lại Reodos.
PROPQUEST_SCENARIO_INC_002034,The Flower that Time Forgot,Bông hoa bị lãng quên
PROPQUEST_SCENARIO_INC_002035,I almost have all the ingredients! The piece de resistance is a mysterious ingredient known as the Time Lapse Flower.,Tôi gần như có tất cả các thành phần! Kháng mảnh là một thành phần bí ẩn được biết đến với cái tên Time Lapse Flower.
PROPQUEST_SCENARIO_INC_002036,Time Lapse Flowers can be found only around Mars Mine dungeon entrance. The entrance is located at the most Northern part of the Flaris continent.,Time Lapse Flowers chỉ có thể được tìm thấy xung quanh lối vào hầm ngục của Mars Mine. Lối vào nằm ở phía cực Bắc của lục địa Flaris.
PROPQUEST_SCENARIO_INC_002037,Awesome! No worries! You don't have to enter the dungeon per se. The flower should simply be near it!,Đáng kinh ngạc! Đừng lo lắng! Bạn không cần phải vào hầm ngục đâu. Các bông hoa chỉ mọc xung quanh đó thôi!
PROPQUEST_SCENARIO_INC_002038,"Haha, nice joke. You are quite the kidder you know that!","Haha, trò đùa hay đấy. Bạn khá là trẻ con bạn biết chứ!"
PROPQUEST_SCENARIO_INC_002039,Finally! Finally! Finally! Please hand it over quickly so I can make the potion!,Cuối cùng! Cuối cùng! Cuối cùng! Hãy nhanh tay giao cho tôi để chế tạo thuốc nào!
PROPQUEST_SCENARIO_INC_002040,The Time Lapse Flower should be found near the entrance to Mars Mine. Please go collect it!,Time Lapse Flower sẽ được tìm thấy gần lối vào Mars Mine. Hãy đi thu thập nó!
PROPQUEST_SCENARIO_INC_002041,Collect a Time Lapse Flower which only blooms near the entrance to Mars Mine.,"Thu thập Time Lapse Flower, chúng chỉ nở gần lối vào Mars Mine."
PROPQUEST_SCENARIO_INC_002043,The Pendant of Reodos,Mặt dây chuyền của Reodos
PROPQUEST_SCENARIO_INC_002044,"Ahh, so I guess I should express my gratitude to you! The potion will take a little time to mix so I guess I will hang out here a little longer.","Ahh, tôi nên bày tỏ lòng biết ơn với bạn! Thuốc sẽ mất một chút thời gian để trộn nên tôi đoán tôi sẽ dạo chơi quanh đây lâu hơn một chút."
PROPQUEST_SCENARIO_INC_002045,"While the potion mixes, here, take this. This is a pendant to symbolize my unwavering participation in whatever is to come. Please take it to Reonan and let him know we will meet soon enough!","Trong khi thuốc dđược bào chế, hãy cầm lấy cái này. Đây là mặt dây chuyền tượng trưng cho sự cam kết tham gia của tôi vào bất cứ điều gì sắp xảy đến. Hãy đưa nó đến Reonan và cho anh ấy biết chúng ta sẽ sớm gặp nhau!"
PROPQUEST_SCENARIO_INC_002046,Good! Then go to Reonan. I will soon recover my original body and meet up with the rest of the original crew!,Tốt! Sau đó đến Reonan. Tôi sẽ sớm phục hồi cơ thể ban đầu của mình và gặp gỡ các thành viên còn lại của hội nhóm thuở sơ khai!
PROPQUEST_SCENARIO_INC_002047,Err… well in that case you must have some more urgent matters to attend to? Please take the pendant to Reonan soon.,Ơ… à trong trường hợp đó thì bạn có một số việc cấp bách hơn phải giải quyết sao? Hãy nhanh tay rinh mặt dây về Reonan nhé.
PROPQUEST_SCENARIO_INC_002048,"There you are! Unfortunately, I'm glad to see you but unable to talk at the moment. Take this time to reach level 60 then return to me.","Bạn đây rồi! Rất tiếc, tôi rất vui được gặp bạn nhưng không thể nói chuyện vào lúc này. Hãy dành thời gian này để đạt được cấp độ 60 sau đó quay trở lại với tôi."
PROPQUEST_SCENARIO_INC_002049,Hurry quickly back to Reonan with the pendant!,Nhanh tay mang ngay mặt dây về Reonan thôi nào!
PROPQUEST_SCENARIO_INC_002050,Deliver the pendant from Reodos to Reonan.,Giao mặt dây chuyền từ Reodos cho Reonan.
PROPQUEST_SCENARIO_INC_002132,Returning Home in Glory,Trở về trong vinh quang
PROPQUEST_SCENARIO_INC_002133,"Oh, Reonan said to return to Flarine after you had completed your duties here. Do not fret about us any longer. Go see Reonan!","Ồ, Reonan nói hãy trở về Flarine sau khi bạn đã hoàn thành nhiệm vụ của mình ở đây. Đừng băn khoăn về chúng tôi nữa. Đi gặp Reonan ngay nào!"
PROPQUEST_SCENARIO_INC_002134,"Thank you for your efforts in Saint City. Your name will be forever praised here. Now, hurry on your way!","Cảm ơn bạn vì những nỗ lực của bạn ở Saint City. Tên của bạn sẽ mãi mãi được ca ngợi nơi đây. Bây giờ, tiến bước tiếp con đường của bạn nào!"
PROPQUEST_SCENARIO_INC_002135,"Eh? You don't want to go back? Then, plese feel free to join the illustrious ranks of our tourist industry!",Hở? Bạn không muốn quay lại đây sao? Hãy thoải mái tham gia vào hàng ngũ lừng lẫy trong ngành du lịch của chúng tôi!
PROPQUEST_SCENARIO_INC_002136,"I heard of your remarkable activities at Saint City from the Mayor! I have another mission for you... but it's too early right now. Reach level 40, then I will give you the next mission.","Tôi đã nghe Thị trưởng nói về những hoạt động đáng chú ý của bạn tại Saint City! Tôi có một nhiệm vụ khác cho bạn ... nhưng bây giờ còn quá sớm. Đạt cấp 40, sau đó tôi sẽ giao cho bạn nhiệm vụ tiếp theo."
PROPQUEST_SCENARIO_INC_002137,Reonan is waiting for you in Flaris.,Reonan đang đợi bạn ở Flaris.
PROPQUEST_SCENARIO_INC_002138,Go to Reonan after reaching level 40.,Tới Reonan sau khi đạt cấp 40.
PROPQUEST_SCENARIO_INC_001967,Chapter 4 Turbulent World,Chương 4 Thế giới đầy biến động
PROPQUEST_SCENARIO_INC_001833,In a way this is good for them. The citizens of Darken needed to become more self-efficient. I know they will be fine without me. There is another issue that has come up.,"Theo một cách nào đó, điều này tốt cho họ. Các công dân của Darken cần phải trở nên năng động hơn. Tôi biết họ sẽ ổn nếu không có tôi. Có một vấn đề khác đã được đưa ra."
PROPQUEST_SCENARIO_INC_001834,"When we finished the war, aside from my sister's ring, I also threw my pendant somewhere in Darkon 3. I was so convinced I would never need it again…","Khi chúng tôi kết thúc cuộc chiến, ngoài chiếc nhẫn của em gái tôi, tôi cũng đã ném mặt dây chuyền của mình ở đâu đó trong Darkon 3. Tôi tin rằng mình sẽ không bao giờ cần nó nữa…"
PROPQUEST_SCENARIO_INC_001835,Could you please find it for me? I know it is asking much of you. It is important that I regain possession of it though and present it to Reonan.,Bạn có thể vui lòng tìm nó cho tôi được không? Tôi biết tôi đang hỏi nhiều ở bạn. Điều quan trọng là tôi phải giành lại quyền sở hữu nó và đưa nó cho Reonan.
PROPQUEST_SCENARIO_INC_001836,"Thank you. I feel that if anything, a Nautrepy has the pendant. They tend to seek out shiny objects. Please locate them in the Eastern forests of Darkon 3. Please retrieve it.","Cảm ơn bạn. Tôi cảm thấy rằng nếu có bất cứ điều gì xảy đến, một Nautrepy sẽ có mặt dây chuyền. Họ có xu hướng tìm kiếm những đồ vật sáng bóng. Hãy xác định vị trí của chúng trong khu rừng phía Đông của Darkon 3. Hãy lấy nó."
PROPQUEST_SCENARIO_INC_001837,It is imperative that you retrieve this pendant and get it to Reonan!,Điều bắt buộc là bạn phải lấy lại mặt dây chuyền này và đưa nó cho Reonan!
PROPQUEST_SCENARIO_INC_001838,Oh you found it! Thank you so much!,Oh bạn đã tìm thấy nó! Cảm ơn bạn rất nhiều!
PROPQUEST_SCENARIO_INC_001839,A Nautrepy must have taken the pendant. Please go and check the Eastern forests of Darkon 3!,Một Nautrepy chắc chắn đã lấy được mặt dây chuyền. Hãy đi và kiểm tra các khu rừng phía Đông của Darkon 3!
PROPQUEST_SCENARIO_INC_001840,Recover the Hero's Pendant from Nautrepy and return it to Elaine.,Thu hồi Mặt dây chuyền của Anh hùng từ Nautrepy và trả lại cho Elaine.
PROPQUEST_SCENARIO_INC_001842,Zoro's Pendant,Mặt dây chuyền của Zoro
PROPQUEST_SCENARIO_INC_001843,Please take this pendant to Reonan. This will serve as a symbol of my unyielding devotion to our cause…,Hãy mang mặt dây chuyền này đến Reonan. Đây sẽ là biểu tượng cho sự tận tâm kiên cường của tôi cho sự nghiệp của chúng ta…
PROPQUEST_SCENARIO_INC_001844,"Oh! You have yet to collect Zoro's pendant! Go and retrieve it from him as well! Once you have done this, please take them both to Reonan.","Ồ! Bạn vẫn chưa thu thập được mặt dây chuyền của Zoro! Đi và lấy nó từ anh ta luôn! Khi bạn đã hoàn thành việc này, vui lòng đưa cả hai đến Reonan."
PROPQUEST_SCENARIO_INC_001845,"Zoro is waiting! Please go and gather his pendant as well. I'm sure once you show him mine, he will gladly hand it over.","Zoro đang đợi! Hãy đi và thu thập mặt dây chuyền của anh ấy. Tôi chắc rằng một khi bạn cho anh ấy xem dây chuyền của tôi, anh ấy sẽ sẵn lòng giao nó."
PROPQUEST_SCENARIO_INC_001846,"Please, we must get the pendants to Reonan to let him know we are ready to fight side by side!","Làm ơn, chúng ta phải đưa mặt dây chuyền cho Reonan để cho anh ấy biết chúng ta đã sẵn sàng chiến đấu cùng nhau!"
PROPQUEST_SCENARIO_INC_001847,Oh Oh! That is Elaine's pendant! So I see you were able to get him to reconsider?,Ồ ồ! Đó là mặt dây chuyền của Elaine mà! Bạn đã khiến anh ta suy nghĩ lại à?
PROPQUEST_SCENARIO_INC_001848,Hurry! I'm sure Zoro is waiting!,Nhanh chân lên! Tôi chắc chắn rằng Zoro đang đợi!
PROPQUEST_SCENARIO_INC_001849,Retrieve Zoro's Pendant.,Lấy lại Mặt dây chuyền của Zoro.
PROPQUEST_SCENARIO_INC_001851,United We Stand,Đồng lòng đứng lên
PROPQUEST_SCENARIO_INC_001852,"Hah! I never thought Elaine would change his mind so easily. This pendant here, well, it definitely shows that he means business!","Hả! Tôi chưa bao giờ nghĩ Elaine lại đổi ý dễ dàng như vậy. Mặt dây chuyền này ở đây, tốt, nó chắc chắn cho thấy rằng anh ấy có ý nghĩa kinh doanh!"
PROPQUEST_SCENARIO_INC_001853,"I'm glad to see that the old Elaine has returned! Here, take my pendant as well! Now take them to Reonan and let him know we are ready to stand united!","Tôi rất vui khi thấy Elaine cũ đã trở lại! Đây, lấy cả mặt dây chuyền của tôi nữa! Bây giờ hãy đưa họ đến Reonan và cho anh ấy biết chúng ta đã sẵn sàng đoàn kết!"
PROPQUEST_SCENARIO_INC_001854,Head back to Reonan with the pendants!,Quay trở lại Reonan với mặt dây chuyền!
PROPQUEST_SCENARIO_INC_001855,"Well, whatever you wish, but I don't think we have much time to mess around!","Chà, bạn muốn gì cũng được, nhưng tôi không nghĩ chúng ta có nhiều thời gian để lộn xộn đâu!"
PROPQUEST_SCENARIO_INC_001856,Oh! I see you have returned! You come bearing good news I hope?,Ồ! Bạn đã trở lại rồi! Tôi hy vọng tin bạn mang đến là điều lành.
PROPQUEST_SCENARIO_INC_001857,"You have both of the pendants, now go see Reonan!","Bạn có cả hai mặt dây chuyền rồi chứ, bây giờ hãy tìm gặp Reonan!"
PROPQUEST_SCENARIO_INC_001858,Take Elaine and Zoro's Pendants to Reonan,Đưa măt dây chuyền của Elaine và Zoro cho Reonan
PROPQUEST_SCENARIO_INC_001860,Gathering of Heroes,Tập hợp các anh hùng
PROPQUEST_SCENARIO_INC_001861,"Two more pendants!? Ah Elaine and Zoro. It's been awhile… Thought I might never see them again… Knowing they stand by my side, I feel a renewed sense of determination!","Hai mặt dây chuyền nữa !? Ah Elaine và Zoro. Đã lâu lắm rồi… Cứ tưởng rằng tôi có thể không bao giờ gặp lại họ nữa… Biết họ luôn bên cạnh mình, tôi cảm thấy một lòng quyết tâm mới!"
PROPQUEST_SCENARIO_INC_001862,"Now 6 heroes are gathered! I, Handel, Hael, Reodos, Zoro, Elaine are gathered. We just need to find the last 2! Before this, I feel it is time for you to hone in on your own skills!","Bây giờ 6 anh hùng đã tề tựu ở đây! Tôi, Handel, Hael, Reodos, Zoro, Elaine được tập hợp lại. Chúng ta chỉ cần tìm 2 cuối cùng! Trước khi điều này xảy ra, tôi cảm thấy đã đến lúc bạn cần trau dồi kỹ năng của chính mình!"
PROPQUEST_SCENARIO_INC_001863,"We will need the assistance of warriors like yourself! But, you still have plenty of room to grow! Are you ready to further ascend your path to glory?","Chúng tôi sẽ cần sự hỗ trợ của những chiến binh như chính bạn! Nhưng, bạn vẫn còn nhiều chỗ để phát triển! Bạn đã sẵn sàng để tiến xa hơn trên con đường đến với vinh quang?"
PROPQUEST_SCENARIO_INC_001864,"Please train to level 70, then talk with Reodos!","Hãy luyện đến cấp 70, sau đó nói chuyện với Reodos!"
PROPQUEST_SCENARIO_INC_001865,Real champions are born by pushing one's own skill to the limit. I know you have it in you to overcome the odds…,Những nhà vô địch thực sự được sinh ra bằng cách đẩy kỹ năng của chính mình đến giới hạn. Tôi biết bạn có nội lực để vượt qua những khó khăn…
PROPQUEST_SCENARIO_INC_001866,Oh! Impressive! You have grown quite a bit stronger since we last met!,Ồ! Quá ấn tượng! Bạn đã trở nên mạnh mẽ hơn một chút kể từ lần cuối chúng ta gặp nhau!
PROPQUEST_SCENARIO_INC_001867,"After reaching level 70, talk with Reodos","Sau khi đạt cấp 70, hãy nói chuyện với Reodos"
PROPQUEST_SCENARIO_INC_001868,"Reach level 70, then meet with Reodos.","Đạt cấp độ 70, sau đó gặp Reodos."
PROPQUEST_SCENARIO_INC_001870,Hungry Hungry Dwarpets,Nhanh lên nhanh lên Dwarpets
PROPQUEST_SCENARIO_INC_001871,"Oh! Haha, why I haven't changed yet you ask? I'm not entirely sure. I feel that the curse should have let up by now…","Ồ! Haha, tại sao tôi vẫn chưa thay đổi mà bạn hỏi? Tôi không hoàn toàn chắc chắn. Tôi cảm thấy rằng lời nguyền đáng lẽ đã từ bỏ ngay bây giờ…"
PROPQUEST_SCENARIO_INC_001872,"I do know someone who may be of assistance. His name is Rankashu, a descendent of Shamanistic Dwarpets who have lived in Darkon longer than man.","Tôi biết ai đó có thể giúp đỡ. Tên anh ta là Rankashu, hậu duệ của Người lùn Shamanistic, những người đã sống trong Darkon lâu hơn con người."
PROPQUEST_SCENARIO_INC_001873,He might have some useful information pertaining to this curse and what else I need to do! Will you seek him out for me?,Anh ta có thể có một số thông tin hữu ích liên quan đến lời nguyền này và những việc tôi cần làm tiếp theo! Bạn sẽ tìm anh ta cho tôi chứ?
PROPQUEST_SCENARIO_INC_001874,"OH! OH! Thank you! I know that Rankashu can't resist Syliaca Fillet and Greemong Jelly. I'm sure if you brought some of these, he'd spill whatever information you wanted!","OH! OH! Cảm ơn bạn! Tôi biết rằng Rankashu không thể chống lại Syliaca Fillet và Greemong Jelly. Tôi chắc rằng nếu bạn mang theo những thứ này, anh ta sẽ tung ra bất cứ thông tin gì bạn muốn!"
PROPQUEST_SCENARIO_INC_001875,"Hmph! Well, you could be missing out on a chance to not only help me, but possibly learn of the location of the other 2 heroes as well!","Hừm! Chà, bạn có thể bỏ lỡ một cơ hội không chỉ giúp tôi mà còn có thể tìm hiểu về vị trí của 2 người hùng khác!"
PROPQUEST_SCENARIO_INC_001876,"Well helloooo there! *sniffs* Is that Syliaca fillets and Greemong Jelly I smell? Oh! Well, of course there WOULD be a request first. Free food, HAH!","Ái chà chà xin chào! *hít hà* Đó có phải là Syliaca fillet và Greemong Jelly không?? Ồ! À thì, đương nhiên là PHẢI CÓ một điều kiện gì đó trước rồi. Thức ăn miễn phí à, HA!"
PROPQUEST_SCENARIO_INC_001877,Have you gathered the Syliaca fish and Greemong Jelly? You can find them by killing both Syliaca fish and Greemongs,Bạn đã thu thập được cá Syliaca và Greemong Jelly chưa? Bạn có thể tìm thấy chúng bằng cách giết cả cá Syliaca và Greemongs
PROPQUEST_SCENARIO_INC_001878,"Collect 5 Syliaca Fillet and 5 Greemong Jelly, then bring them to Rankashu in the Western region of Darkon 1.","Thu thập 5 Syliaca Fillet và 5 Greemong Jelly, sau đó mang chúng đến Rankashu ở phía Tây của Darkon 1."
PROPQUEST_SCENARIO_INC_001880,Catalyst to the Curse,Catalyst cho the Curse
PROPQUEST_SCENARIO_INC_001881,Ahh so the curse was not released yet? The curse WAS in his body a long time… We need a powerful catalyst to speed up the process. 10 Boo Petals should do the trick!,Vậy là lời nguyền vẫn chưa được giải phóng à? Lời nguyền ĐÃ tồn tại trong cơ thể anh ta một thời gian dài rồi… Chúng ta cần một chất xúc tác mạnh mẽ để đẩy nhanh quá trình. 10 Boo Petals có thể làm được chuyện đó!
PROPQUEST_SCENARIO_INC_001882,"Another question? 8 Heroes huh? Well, I did see a strange looking woman enter this dungeon alone several days ago. Not sure if that will help or not!","Lại thêm một câu hỏi nữa? 8 Heroes hả? Chà, tôi có nhìn thấy một người phụ nữ trông kỳ lạ bước vào ngục tối này một mình vài ngày trước. Tôi không chắc thông tin này có ích cho bạn đâu đấy nhé!"
PROPQUEST_SCENARIO_INC_001883,Anyway! I told you what you need to know. Will you go get the petals now and let me eat in peace?,Dẫu sao thì! Tôi đã nói với bạn những gì bạn cần biết. Bây giờ bạn sẽ đi lấy những cánh hoa đó và để yên cho tôi ăn chứ?
PROPQUEST_SCENARIO_INC_001884,"Yes Yes, acquire 10 Boo Petals from the Boos in the forests of Darkon 3. This should take care of your problem!","Vâng vâng, hãy mua 10 Boo Petals từ Boo trong những cánh rừng của Darkon 3. Việc này sẽ giải quyết vấn đề của bạn!"
PROPQUEST_SCENARIO_INC_001885,Ahh! Can't you see I'm trying to eat. Please don't disturb me right now!!,Ahh! Bạn không thấy tôi đang cố ăn sao. Xin đừng làm phiền tôi ngay bây giờ !!
PROPQUEST_SCENARIO_INC_001886,Aha! I knew Rankashu would spill the information for an easy meal. So these leaves will speed up the process you say?,Aha! Tôi biết Rankashu sẽ cung cấp thông tin chỉ với một bữa ăn. Vậy những chiếc lá này sẽ đẩy nhanh quá trình bạn cần?
PROPQUEST_SCENARIO_INC_001887,I am eating now. I said 10 Boo Petals!,Tôi đang ăn. Tôi đã nói 10 Boo Petals!
PROPQUEST_SCENARIO_INC_001888,"Collect 10 Boo Petal, then bring them to Reodos","Thu thập 10 Boo Petal, sau đó mang chúng đến Reodos"
PROPQUEST_SCENARIO_INC_001890,Carrierbomb Commotion,Carrierbomb Commotion
PROPQUEST_SCENARIO_INC_001891,"Well, here's to hoping! Hmm, Rankashu mentioned something about a strange woman. I wonder who it could be... ","Chà, đây là hy vọng nhỏ nhoi! Hmm, Rankashu đã đề cập đến điều gì đó về một người phụ nữ lạ. Tôi tự hỏi đó có thể là ai ...  "
PROPQUEST_SCENARIO_INC_001892,I'm trying to think who this strange woman could be!! In the meantime could you please go kill some Carrierbombs and then return to Rankashu!! I need more time to think!,"Tôi đang cố nghĩ xem người phụ nữ kỳ lạ này có thể là ai !! Trong thời gian chờ đợi, bạn có thể giết một số Carrierbombs và sau đó quay trở lại Rankashu !! Tôi cần thêm thời gian để suy nghĩ!"
PROPQUEST_SCENARIO_INC_001893,Thank you thank you thank you!! Go kill 20 Small Carrierbombs & 15 Carrierbombs then return to Rankashu!,"Cảm ơn, cảm ơn, cảm ơn bạn!! Tiêu diệt 20 Small Carrierbombs & 15 Carrierbombs sau đó quay trở lại Rankashu!"
PROPQUEST_SCENARIO_INC_001894,Oh how am I ever supposed to concentrate with these stupid Carrierbombs making a racket!!!,Ôi làm sao tôi có thể tập trung với những trò gian lận mà lũ Carrierbombs ngu ngốc này đang làm chứ!!!
PROPQUEST_SCENARIO_INC_001895,Eh? You're here again? Do you want to know about the woman?,Hở? Bạn lại ở đây ư? Bạn có muốn biết thông tin về người phụ nữ lạ này không?
PROPQUEST_SCENARIO_INC_001896,Not yet? Kill the Carrierbombs quickly and go to Rankashu!,Vẫn chưa hoàn thành ư? Giết đám Carrierbombs nhanh chóng và đi đến Rankashu!
PROPQUEST_SCENARIO_INC_001897,Kill 20 Small Carrierbombs & 15 Carrierbombs and return to Rankashu.,Giết 20 Small Carrierbombs & 15 Carrierbombs và quay trở lại Rankashu.
PROPQUEST_SCENARIO_INC_001898,,
PROPQUEST_SCENARIO_INC_001899,The Dungeon Code,The Dungeon Code
PROPQUEST_SCENARIO_INC_001900,"Well fine fine! Guess I did finish eating now. Anyway! I saw this particular woman entering the Dekane Dungeon by herself. By the look of her outfit, she may have been a Psykeeper or something.","Tốt tốt tốt! Tôi đoán tôi đã ăn xong bây giờ. Dẫu sao thì! Tôi đã thấy người phụ nữ đặc biệt này tự mình bước vào Ngục tối Dekane. Nhìn vào trang phục của cô ấy, cô ấy có thể là một Psykeeper hoặc một cái gì đó."
PROPQUEST_SCENARIO_INC_001901,"Oh! You want to go in after her? Unfortunately, you can't just enter like that. You have to know how exactly!","Ồ! Bạn muốn đuổi theo cô ấy? Thật không may, bạn không thể chỉ tiến vào như vậy. Bạn phải biết chính xác cách làm thế nào !"
PROPQUEST_SCENARIO_INC_001902,"If you want to learn how to enter the dungeon, you will need the key code from Cell back at the Erons Factory. He will tell you how to do it!","Nếu bạn muốn học cách vào ngục tối, bạn sẽ cần mã khóa từ Cell ở Erons Factory. Anh ấy sẽ cho bạn biết cách để làm điều đó!"
PROPQUEST_SCENARIO_INC_001903,"Cell is at the Erons Factory, go ask him how to enter the dungeon.","Cell đang ở Erons Factory, hãy hỏi anh ta cách vào ngục tối."
PROPQUEST_SCENARIO_INC_001904,"Well, there is no other way to get in! Don't look at me! It's not like I know anything!","Chà, không có cách nào khác để vào được! Đừng nhìn tôi như vậy! Tôi đâu phải người cái gì cũng biết chứ!"
PROPQUEST_SCENARIO_INC_001905,Ah… I remember you from before... Why do you come to see me? Dekanes dungeon? Why would you want to enter that cursed mine?,À… Tôi nhớ tôi đã gặp bạn trước đây rồi… Bạn đến gặp tôi làm gì? Hầm ngục Dekanes? Tại sao bạn lại muốn đến chỗ cái mỏ bị nguyền rủa đó?
PROPQUEST_SCENARIO_INC_001906,Did you meet Cell at Erons Factory?,Bạn có gặp Cell ở Erons Factory không?
PROPQUEST_SCENARIO_INC_001907,Go to Cell,Hãy tìm gặp Cell
PROPQUEST_SCENARIO_INC_001909,Onward Brave Fool!,Tiến lên Brave Fool!
PROPQUEST_SCENARIO_INC_001910,Ahh I see Cell has given you the code to enter the dungeon!,"Ahh, tôi thấy Cell đã cung cấp cho bạn mật mã để vào ngục tối!"
PROPQUEST_SCENARIO_INC_001911,"Just to be warned, the monsters in the dungeon are quite terrifying! If you feel you aren't prepared for the quest, please go train some more!","Cảnh báo bạn trước, những con quái vật trong ngục tối khá đáng sợ! Nếu bạn cảm thấy mình chưa chuẩn bị sẵn sàng cho nhiệm vụ, hãy tập luyện thêm!"
PROPQUEST_SCENARIO_INC_001912,Are you going to enter then and look for that woman?,Bạn sẽ tiến vào và tìm kiếm người phụ nữ đó sao?
PROPQUEST_SCENARIO_INC_001913,"Well, you are the bravest fool I've ever met. Let's hope this woman is worth all the effort! Hah!","Chà, bạn là kẻ ngốc dũng cảm nhất mà tôi từng gặp. Hãy hy vọng người phụ nữ này xứng đáng với tất cả nỗ lực bạn bỏ ra! Hah!"
PROPQUEST_SCENARIO_INC_001914,"Changed your mind? Well if you aren't busy, maybe you could go bring me some more Greemong Jelly and Syliaca Fillets! I kid I kid! Haha!","Đổi ý rồi sao? Chà, nếu bạn không bận, có thể bạn có thể mang thêm cho tôi một ít Greemong Jelly và Syliaca Fillets! Tôi thích thích lắm! Haha!"
PROPQUEST_SCENARIO_INC_001915,Woah! Surprised me! Shouldn't sneak up on a lady like that! Hehe.,Chà! Bạn làm tôi ngạc nhiên đấy! Không nên tiếp cận phụ nữ một cách lén lút như vậy chứ! Hehe.
PROPQUEST_SCENARIO_INC_001916,"Well, are you going to head into the mine or are you reconsidering already?","Chà, bạn có định đến chỗ hầm mỏ không, hay là đã suy nghĩ lại rồi?"
PROPQUEST_SCENARIO_INC_001917,Enter the Dekane Dungeon and search for the Mysterious Woman.,Vào Dekane Dungeon và tìm kiếm Người phụ nữ bí ẩn (Mysterious Woman).
PROPQUEST_SCENARIO_INC_001919,The Alluring Enchantress,The Alluring Enchantress ( Sức quyến rũ mê hoặc)
