Key,English,Portuguese
PROPQUEST_SCENARIO_INC_001863,"We will need the assistance of warriors like yourself! But, you still have plenty of room to grow! Are you ready to further ascend your path to glory?",Precisaremos da ajuda de guerreiros como você! Mas você ainda tem muito espaço para crescer! Você está pronto para ascender ainda mais em seu caminho para a glória?
PROPQUEST_SCENARIO_INC_001864,"Please train to level 70, then talk with Reodos!","Por favor, treine até o nível 70, depois fale com Reodos!"
PROPQUEST_SCENARIO_INC_001865,Real champions are born by pushing one's own skill to the limit. I know you have it in you to overcome the odds…,Os verdadeiros campeões nascem levando a própria habilidade ao limite. Eu sei que você tem em você o necessário para superar as probabilidades...
PROPQUEST_SCENARIO_INC_001866,Oh! Impressive! You have grown quite a bit stronger since we last met!,Oh! Impressionante! Você ficou um pouco mais forte desde a última vez que nos encontramos!
PROPQUEST_SCENARIO_INC_001867,"After reaching level 70, talk with Reodos","Depois de atingir o nível 70, fale com Reodos."
PROPQUEST_SCENARIO_INC_001868,"Reach level 70, then meet with Reodos.",Alcance o nível 70 e encontre-se com Reodos.
PROPQUEST_SCENARIO_INC_001870,Hungry Hungry Dwarpets,Anões Famintos pra Dedéu!
PROPQUEST_SCENARIO_INC_001871,"Oh! Haha, why I haven't changed yet you ask? I'm not entirely sure. I feel that the curse should have let up by now…","Oh! Haha, por que eu não mudei ainda, você pergunta? Eu não tenho certeza. Eu sinto que a maldição deveria ter cessado agora…"
PROPQUEST_SCENARIO_INC_001872,"I do know someone who may be of assistance. His name is Rankashu, a descendent of Shamanistic Dwarpets who have lived in Darkon longer than man.","Conheço alguém que pode ajudar. Seu nome é Rankashu, um descendente de Anões Xamânicos que viveram em Darkon por mais tempo que o homem."
PROPQUEST_SCENARIO_INC_001873,He might have some useful information pertaining to this curse and what else I need to do! Will you seek him out for me?,Ele pode ter alguma informação útil referente a essa maldição e o que mais eu preciso fazer! Você pode procurá-lo para mim??
PROPQUEST_SCENARIO_INC_001874,"OH! OH! Thank you! I know that Rankashu can't resist Syliaca Fillet and Greemong Jelly. I'm sure if you brought some of these, he'd spill whatever information you wanted!","OH! OH! Obrigado! Eu sei que Rankashu não resiste a Filé Syliaca e Geleia de Greemong. Tenho certeza de que se você trouxesse alguns desses, ele derramaria qualquer informação que você quisesse!"
PROPQUEST_SCENARIO_INC_001875,"Hmph! Well, you could be missing out on a chance to not only help me, but possibly learn of the location of the other 2 heroes as well!","Hmph! Bem, você pode estar perdendo a chance de não apenas me ajudar, mas possivelmente descobrir a localização dos outros 2 heróis também!"
PROPQUEST_SCENARIO_INC_001876,"Well helloooo there! *sniffs* Is that Syliaca fillets and Greemong Jelly I smell? Oh! Well, of course there WOULD be a request first. Free food, HAH!","Eaaaaiiiii! *cheira* Por acaso isso seria Filés de Syliaca e Geleia de Greemong que eu estou sentindo o cheiro?? Oh! Bem, é claro que haveria um pedido primeiro. Comida grátis, HAHA!"
PROPQUEST_SCENARIO_INC_001877,Have you gathered the Syliaca fish and Greemong Jelly? You can find them by killing both Syliaca fish and Greemongs,Você já conseguiu o Filés de Syliaca e as Geleias de Greemong? Você pode obter matando os peixes Syliaca e Greemongs respectivamente.
PROPQUEST_SCENARIO_INC_001878,"Collect 5 Syliaca Fillet and 5 Greemong Jelly, then bring them to Rankashu in the Western region of Darkon 1.","Colete 5 Filés de Syliaca e 5 Geleias de Greemong, depois leve-os para Rankashu na região Oeste de Darkon 1."
PROPQUEST_SCENARIO_INC_001880,Catalyst to the Curse,O Catalisador da Maldição
PROPQUEST_SCENARIO_INC_001881,Ahh so the curse was not released yet? The curse WAS in his body a long time… We need a powerful catalyst to speed up the process. 10 Boo Petals should do the trick!,Ahh então a maldição ainda não foi desfeita?? A maldição estava em seu corpo há muito tempo... Precisamos de um poderoso catalisador para acelerar o processo. 10 Pétalas de Boo devem fazer o truque!
PROPQUEST_SCENARIO_INC_001882,"Another question? 8 Heroes huh? Well, I did see a strange looking woman enter this dungeon alone several days ago. Not sure if that will help or not!","Outra pergunta?? Os 8 Heróis?? Hm, eu vi uma mulher de aparência estranha entrar nesta masmorra sozinha vários dias atrás. Não tenho certeza se isso vai ajudar ou não, ela parecia poderosa!"
PROPQUEST_SCENARIO_INC_001883,Anyway! I told you what you need to know. Will you go get the petals now and let me eat in peace?,De qualquer forma! Eu disse o que você precisa saber. Pode ir pegar as pétalas agora e me deixar comer em paz??
PROPQUEST_SCENARIO_INC_001884,"Yes Yes, acquire 10 Boo Petals from the Boos in the forests of Darkon 3. This should take care of your problem!","Sim Sim, adquira 10 Pétalas dos Boos nas florestas de Darkon 3. Isso deve resolver seu problema!"
PROPQUEST_SCENARIO_INC_001885,Ahh! Can't you see I'm trying to eat. Please don't disturb me right now!!,"Ahh! Você não vê que eu estou tentando comer. Por favor, não me perturbe agora!!"
PROPQUEST_SCENARIO_INC_001886,Aha! I knew Rankashu would spill the information for an easy meal. So these leaves will speed up the process you say?,Ah! Eu sabia que Rakashu trocaria a informação por uma refeição fácil. Então essas folhas vão acelerar o processo?
PROPQUEST_SCENARIO_INC_001887,I am eating now. I said 10 Boo Petals!,Eu estou comendo agora. Eu disse 10 Pétalas de Boo!
PROPQUEST_SCENARIO_INC_001888,"Collect 10 Boo Petal, then bring them to Reodos",Colete 10 Pétalas de Boo e leve-as para Reodos.
PROPQUEST_SCENARIO_INC_001890,Carrierbomb Commotion,Aquele Bicho Vai Explodir?
PROPQUEST_SCENARIO_INC_001891,"Well, here's to hoping! Hmm, Rankashu mentioned something about a strange woman. I wonder who it could be... ","Bem, há esperança! Hmm, Rankashu mencionou algo sobre uma mulher estranha. Eu me pergunto quem poderia ser..."
PROPQUEST_SCENARIO_INC_001892,I'm trying to think who this strange woman could be!! In the meantime could you please go kill some Carrierbombs and then return to Rankashu!! I need more time to think!,"Estou tentando pensar quem essa mulher estranha poderia ser!! Enquanto isso, você poderia matar alguns Carrierbombs e depois voltar para Rankashu!! Preciso de mais tempo para pensar!"
PROPQUEST_SCENARIO_INC_001893,Thank you thank you thank you!! Go kill 20 Small Carrierbombs & 15 Carrierbombs then return to Rankashu!,"Obrigado, obrigado, obrigado!! Elimine 20 Carrierbombs Pequenos e 15 Carrierbombs e depois encontre Rankashu!"
PROPQUEST_SCENARIO_INC_001894,Oh how am I ever supposed to concentrate with these stupid Carrierbombs making a racket!!!,"Oh, como é que eu vou me concentrar com esses estúpidos Carrierbombs fazendo barulho!!!"
PROPQUEST_SCENARIO_INC_001895,Eh? You're here again? Do you want to know about the woman?,Eh? Você está aqui de novo? Você quer saber sobre a mulher?
PROPQUEST_SCENARIO_INC_001896,Not yet? Kill the Carrierbombs quickly and go to Rankashu!,Ainda não? Elimine os Carrierbombs rapidamente e vá ver Rankashu!
PROPQUEST_SCENARIO_INC_001897,Kill 20 Small Carrierbombs & 15 Carrierbombs and return to Rankashu.,Elimine 20 Carrierbombs Pequenos e 15 Carrierbombs e fale com Rankashu.
PROPQUEST_SCENARIO_INC_001898,,
PROPQUEST_SCENARIO_INC_001899,The Dungeon Code,O Código do Calabouço
PROPQUEST_SCENARIO_INC_001900,"Well fine fine! Guess I did finish eating now. Anyway! I saw this particular woman entering the Dekane Dungeon by herself. By the look of her outfit, she may have been a Psykeeper or something.","Tá bem, tá bem! Acho que acabei de comer agora. De qualquer forma! Eu vi essa mulher em particular entrando na Masmorra Dekane sozinha. Pela aparência de sua roupa, ela pode ter sido uma Psykeeper ou algo assim."
PROPQUEST_SCENARIO_INC_001901,"Oh! You want to go in after her? Unfortunately, you can't just enter like that. You have to know how exactly!","Oh! Você quer ir atrás dela? Infelizmente, você não pode simplesmente entrar assim. Você tem que saber exatamente como!"
PROPQUEST_SCENARIO_INC_001902,"If you want to learn how to enter the dungeon, you will need the key code from Cell back at the Erons Factory. He will tell you how to do it!","Se você quiser aprender como entrar na masmorra, você precisará do código-chave de Cell na Fábrica Erons. Ele lhe dirá como fazê-lo!"
PROPQUEST_SCENARIO_INC_001903,"Cell is at the Erons Factory, go ask him how to enter the dungeon.","Cell está na Fábrica de Erons, pergunte para ele sobre como entrar na masmorra."
PROPQUEST_SCENARIO_INC_001904,"Well, there is no other way to get in! Don't look at me! It's not like I know anything!","Ué, não há outra maneira de entrar! Não olhe para mim! Não é como se eu soubesse de alguma coisa!"
PROPQUEST_SCENARIO_INC_001905,Ah… I remember you from before... Why do you come to see me? Dekanes dungeon? Why would you want to enter that cursed mine?,Ah! Eu me lembro de você de antes.. Precisa de mais Pó de Aço? ... A Masmorra de Dekane? Por que você iria querer entrar nessa mina amaldiçoada??
PROPQUEST_SCENARIO_INC_001906,Did you meet Cell at Erons Factory?,Você falou com Cell na Fábrica Erons?
PROPQUEST_SCENARIO_INC_001907,Go to Cell,Fale com Cell.
PROPQUEST_SCENARIO_INC_001909,Onward Brave Fool!,Avante Bravo Tolo!
PROPQUEST_SCENARIO_INC_001910,Ahh I see Cell has given you the code to enter the dungeon!,"Hm, vejo que Cell deu a você o código para entrar na masmorra!"
PROPQUEST_SCENARIO_INC_001911,"Just to be warned, the monsters in the dungeon are quite terrifying! If you feel you aren't prepared for the quest, please go train some more!","Apenas para te avisar, os monstros na masmorra são bastante aterrorizantes! Se você sente que não está preparado para a missão, por favor, vá treinar um pouco mais!"
PROPQUEST_SCENARIO_INC_001912,Are you going to enter then and look for that woman?,Você vai entrar então e procurar aquela mulher?
PROPQUEST_SCENARIO_INC_001913,"Well, you are the bravest fool I've ever met. Let's hope this woman is worth all the effort! Hah!","Bem, você é o tolo mais corajoso que eu já conheci. Vamos torcer para que essa mulher valha todo o esforço! Haha!"
PROPQUEST_SCENARIO_INC_001914,"Changed your mind? Well if you aren't busy, maybe you could go bring me some more Greemong Jelly and Syliaca Fillets! I kid I kid! Haha!","Mudou de ideia? Bem, se você não estiver ocupado, talvez você possa me trazer mais um pouco de Geleia de Greemong e Filés de Syliaca! Tô brincando, tô brincando! Haha!"
PROPQUEST_SCENARIO_INC_001915,Woah! Surprised me! Shouldn't sneak up on a lady like that! Hehe.,Woah! Me assustou! Não deveria se aproximar de uma dama assim! Hehe.
PROPQUEST_SCENARIO_INC_001916,"Well, are you going to head into the mine or are you reconsidering already?","Bem, você vai entrar na mina ou já está reconsiderando??"
PROPQUEST_SCENARIO_INC_001917,Enter the Dekane Dungeon and search for the Mysterious Woman.,Entre na Mina Dekane e procure pela Mulher Misteriosa.
PROPQUEST_SCENARIO_INC_001919,The Alluring Enchantress,A Charmosa Encantadora
PROPQUEST_SCENARIO_INC_001920,"Ah! So you braved all the perils of the dungeon just to meet me eh? Oh my name? Well, I don't just give that out to anyone! Hehe.","Ah! Então você enfrentou todos os perigos da masmorra só para me conhecer, é? Ah meu nome? Bem, eu não sei se você pode saber! Hehe."
PROPQUEST_SCENARIO_INC_001921,"Before I bestow upon you the most graceful name ever, you have to show me you are worthy to receive it! How? Oh its quite simple! Hehe. Just kill 20 Keakoon Guards!","Antes que eu conceda a você o nome mais gracioso de todos os tempos, você tem que me mostrar que é digno de recebê-lo! Como? Ah é bem simples! Hehe. Apenas mate 20 Guardas Keakoon!"
PROPQUEST_SCENARIO_INC_001922,There should be more than enough Keakoon Guards in this very dungeon. Just kill 20 of them and you will have the privilege of knowing my name!,Deve haver Guardas Keakoon suficientes nesta masmorra. Basta matar 20 deles e você terá o privilégio de saber meu nome!
PROPQUEST_SCENARIO_INC_001923,"Oh well, I guess that is your loss then. Hehe.","Oh bem, eu acho que é você que sai perdendo então. Hehe."
PROPQUEST_SCENARIO_INC_001924,"Wow, that was quick! Apparently someone really wants to know my name? Hehe.","Nossa, isso foi rápido! Aparentemente, alguém quer realmente saber meu nome. Hehe."
PROPQUEST_SCENARIO_INC_001925,"Well, you could stand there and stare at me all day, but that won't kill those Keakoon Guards any faster now will it? Hehe.","Bem, você poderia ficar lá e me encarar o dia todo, mas isso não vai fazer aqueles Guardas Keakoon caírem, vai? Hehe."
PROPQUEST_SCENARIO_INC_001926,Kill 20 Keakoon Guards.,Elimine 20 Guardas Keakoon.
PROPQUEST_SCENARIO_INC_001928,Ainher's Request,O Nome e Um Pedido
PROPQUEST_SCENARIO_INC_001929,"The name is Ainher. Yes, try not to let the pure beauty of it make you go completely deaf. I'm sure you didn't just come all this way to learn my name though, so what DID you come here for?","O meu nome é Ainher! Sim, tente não deixar que a pura beleza da melodia faça você ficar completamente surdo. Tenho certeza que você não veio de tão longe para aprender meu nome, então para que você veio aqui?"
PROPQUEST_SCENARIO_INC_001930,"Hehe, how did you know about the original 8 heroes? Ah it's ok, I've had creepier stalkers! I am the reincarnation of the original Psykeeper Hero Offerep…","Heeee, como você sabe sobre Os 8 Heróis Originais?? Ah está tudo bem, eu já tive stalkers mais assustadores! Eu sou a reencarnação do original Herói Psykeeper, Offereop…"
PROPQUEST_SCENARIO_INC_001931,"I see. So Reonan looks to reunite the original heroes. If t his is the case, then something important must be going on! Unfortunately, I am rather tied down at the moment with research…","Humm... Então Reonan quer reunir a galerinha heroica de novo. Se for esse o caso, então algo importante deve estar acontecendo! Infelizmente, estou bastante presa no momento com uma pesquisa…"
PROPQUEST_SCENARIO_INC_001932,"I guess if you maybe helped me to finish my research I would consider joining up. If you want to be of assistance to me, then please go talk to Drico and collect the Agony Ore.","Eu acho que se você talvez me ajudasse a terminar minha pesquisa eu consideraria me juntar ao bando ;p. Se você quiser me ajudar, por favor, vá falar com Drico e colete o Minério da Agonia."
PROPQUEST_SCENARIO_INC_001933,"Agony Ore is quite rare, so I'm sure Drico won't be willing to hand it over right away… But, I guess that is now your problem! Hehe.","O Minério da Agonia é bastante raro, então tenho certeza que Drico não estará disposto a entregá-lo de mão beijada... Mas, acho que agora é problema seu! Hehehe."
PROPQUEST_SCENARIO_INC_001934,Change your mind so quickly I see? Guess you weren't in that much of a hurry to get my help then! Hehe.,Mudou de ideia tão rapidamente assim? Acho que você não estava com tanta pressa para obter minha ajuda então! Hehe.
PROPQUEST_SCENARIO_INC_001935,*Sniff* *Snort* Drico smell a stranger here? What stranger want? *sniff*,*Fareja* *Bufa* Drico sente cheiro de estranho. O que estranho quer??? *Fareja*
PROPQUEST_SCENARIO_INC_001936,Hurry along now! Go find Drico and retrieve the Agony Ore!,Vá em frente! Encontre Drico e consiga o Minério da Agonia!
PROPQUEST_SCENARIO_INC_001937,Find Drico in Dekanes dungeon.,Encontre Drico na Mina Dekane.
PROPQUEST_SCENARIO_INC_001939,Sweet Medication,"Elas não voam, né?!"
PROPQUEST_SCENARIO_INC_001940,Agony Ore? Khahahahaha! You say want Agony Ore? *snort* *sniff* Agony Ore very rare! I no trade!,Minério da Agonia??? Khahahaha! Estranho quer Minério da Agonia?? *Bufa* *Fareja* Minério da Agonia muito raro! Drico não troca!
PROPQUEST_SCENARIO_INC_001941,*sniff*. Hmm...Maybe I change mind If do something for Drico! Tribe need sap of Roach Queen for medicine! *snort* You can collect for Drico?,*Fareja*. Hmm..Talvez eu mude de ideia se fizer algo pelo Drico! A tribo precisa de seiva da Barata Rainha para remédios! *Bufa* Você pode conseguir para Drico??
PROPQUEST_SCENARIO_INC_001942,"Collect sap from Pink Roach Queen and Blue Roach Queen, then bring to Drico.","Colete Seivas da Barata Rosa Rainha e da Barata Azul Rainha, então traga para Drico."
PROPQUEST_SCENARIO_INC_001943,You reject such a good chance now? *Sniff* *Sniff*. As you wish~,Rejeita chance boa? *Bufa* *Bufa*. Tá bom~
PROPQUEST_SCENARIO_INC_001944,*sniff* *sniff* Drico smell sweet sap!,*Fareja* *Fareja* Drico sente cheiro de seiva doce!
PROPQUEST_SCENARIO_INC_001945,Collect Pink Roach Queen Sap and Blue Roach Queen Sap! Sniff!,Colete Seivas da Barata Rosa Rainha e da Barata Azul Rainha! Bufa!
PROPQUEST_SCENARIO_INC_001946,Pink and Blue Roach Queen deep in dungeon. Please go gather their sap!,"As Rainhas Baratas Rosas e Azuis estão nas profundezas da masmorra. Por favor, vá recolher a seiva delas!"
PROPQUEST_SCENARIO_INC_001948,Collective Bargaining,Barganha Coletiva
PROPQUEST_SCENARIO_INC_001949,Give Drico Sap! Then Drico hand Ore to stranger! *snort*,Dá Seiva para Drico! Então Drico entrega Minério para estranho! *Bufo*
PROPQUEST_SCENARIO_INC_001950,Here take ore!,"Toma, minério!"
PROPQUEST_SCENARIO_INC_001951,You no want take now? *sniff* Drico need sap please!,"Estranho não quer agora??? *BUFA* Drico precisa da Seiva, Drico não ter paciência!"
PROPQUEST_SCENARIO_INC_001952,"hehe, impressive! I knew you would find a way to obtain the ore!","Hehe, boaa garotinho(a)! Eu sabia que você encontraria uma maneira de obter o minério!"
PROPQUEST_SCENARIO_INC_001953,Go take ore. Drico is busy now!,Pega minério. Drico ocupado agora!
PROPQUEST_SCENARIO_INC_001954,Take the Agony Ore to Ainher.,Leve o Minério da Agonia para Ainher.
PROPQUEST_SCENARIO_INC_001956,Psykeeper Hero's Pendant,O Pingente da Herói Psykeeper
PROPQUEST_SCENARIO_INC_001957,Just give me the ore and you have my word that I will reunite with Reonan and the rest of the gang. First I need a little time to examine the ore.,Apenas me dê o minério e você tem minha palavra de que vou me reunir com Reonan e o resto da gang. Mas primeiro preciso de um pouco de tempo para examinar este minério.
PROPQUEST_SCENARIO_INC_001958,"I can't leave this very moment, but here, take my pendant to Reonan. It will seal the deal! I will meet up with you again soon enough! Hehe.","Não posso sair neste exato momento, mas aqui, leve meu Pingente para Reonan. Vai resolver o negócio! Eu vou me encontrar com você novamente em breve! Hehe."
PROPQUEST_SCENARIO_INC_001959,Please tell Reonan I am busy with important research but will come directly to him afterwards!,"Por favor, diga a Reonan que estou ocupada com uma pesquisa importante, mas irei diretamente a ele depois!"
PROPQUEST_SCENARIO_INC_001960,Eh? You don't want to leave here because of my radiant beauty? Guess I don't blame you!,Eh? Você não quer sair daqui por causa da minha beleza radiante? Acho que não te culpo! <3
PROPQUEST_SCENARIO_INC_001961,You're back! How is Ainher doing? What? This is another of the pendants!,Você voltou! Como está Ainher? O que?? Este é mais um dos pingentes!
PROPQUEST_SCENARIO_INC_001962,Well what are you waiting for! Take the pendant to Reonan!,"Bem, é melhor não perder tempo! Leve o pingente para Reonan!"
PROPQUEST_SCENARIO_INC_001963,Give Ainher's Pendant to Reonan.,Leve o Pingente de Ainher para Reonan.
PROPQUEST_SCENARIO_INC_002141,The Last Hero,O Último Herói
PROPQUEST_SCENARIO_INC_002142,You know? You've grown a lot during the course of this all. We've almost reached the end of the initial phase though! We just need to find the last hero!,"Sabia? Você cresceu muito no decorrer de tudo isso. No entanto, quase chegamos ao final da fase inicial! Só precisamos encontrar o último herói!"
PROPQUEST_SCENARIO_INC_002143,Shade's power grows progressively stronger… I can feel it…. We must hurry and find the last hero as soon as possible.,O poder de Shade fica progressivamente mais forte... eu posso sentir isso... Devemos nos apressar e encontrar o último herói o mais rápido possível.
PROPQUEST_SCENARIO_INC_002144,I believe Achaben has more details on where we might find the last hero. Please go to him right away!,"Achaben entrou em contato, me disse que talvez tenha mais detalhes sobre onde podemos encontrar o último herói. Por favor, vá até ele imediatamente!"
PROPQUEST_SCENARIO_INC_002145,You can hear more details on where to find the last hero from Achaben! Please go and speak with him!,"Você pode ouvir mais detalhes sobre onde encontrar o último herói de Achaben! Por favor, vá falar com ele!"
PROPQUEST_SCENARIO_INC_002146,You cannot give up yet after everything we've worked for!,"Sua falta de vontade me decepciona, ainda mais depois de tudo pelo que trabalhamos!"
PROPQUEST_SCENARIO_INC_002147,"Yes~ Oh! You're here again, my lord.","Sim~ Ei! Você está aqui de novo, aventureiro(a)."
PROPQUEST_SCENARIO_INC_002148,Why haven't you left yet? Achaben is running the general store of Darken. Please go meet with him!,"Por que você ainda não foi? Achaben está administrando a loja geral de Darken. Por favor, vá se encontrar com ele!"
PROPQUEST_SCENARIO_INC_002149,Return to Darken and meet with Achaben.,Volte para Darken e encontre Achaben.
PROPQUEST_SCENARIO_INC_002151,"The High Magician, Laola","A Grande Maga, Laola"
PROPQUEST_SCENARIO_INC_002152,"I've heard you are still in search of the legendary heroes, no? I've heard of a powerful warrior undergoing extensive training in Darkon 3. This might be one of the warriors for which you are searching.","Ouvi dizer que vocês ainda estão em busca dos Heróis Lendários, não? Ouvi falar de uma guerreira poderosa passando por um treinamento extensivo em Darkon 3. Talvez ela seja um dos guerreiros que você está procurando."
PROPQUEST_SCENARIO_INC_002153,"I was informed of this warrior by my friend Laola, who works in Darkon 3. Please go meet with her for further details!","Fui informado sobre esse guerreiro pela minha amiga Laola, que trabalha em Darkon 3. Por favor, vá se encontrar com ela para mais detalhes!"
PROPQUEST_SCENARIO_INC_002154,"Laola should be at her house in the forests of Darkon 3, where she works as a gardener. Just be aware, the area is overrun with many monsters!","Laola deve estar na casa dela nas florestas de Darkon 3, onde trabalha como jardineira. Apenas esteja ciente, a área está rodeada por muitos monstros!"
PROPQUEST_SCENARIO_INC_002155,"Too bad! Well if you are free, wanna help me complete some more deliveries?","Que pena! Bem, se você está livre, quer me ajudar a completar mais algumas entregas???"
PROPQUEST_SCENARIO_INC_002156,Hey now! Who are you? Why are you coming to my flower garden without any permission?,Ei! Quem é Você?? Por que você está vindo ao meu jardim de flores sem qualquer permissão?
PROPQUEST_SCENARIO_INC_002157,Laola will be in Darkon 3. Please go find her!,"Laola estará em Darkon 3. Por favor, vá encontrá-la!"
PROPQUEST_SCENARIO_INC_002158,Go to Darkon 3 to find Laola,Vá para Darkon 3 para encontrar Laola
PROPQUEST_SCENARIO_INC_002160,The Perils of Gardening,Os Perigos da Jardinagem
PROPQUEST_SCENARIO_INC_002161,Ohh! Achaben sent you! Sorry for the less than friendly greeting! I heard you are looking for the warrior about whom I spoke of to Achaben?,Ah! Achaben enviou você! Desculpe a saudação menos que amigável! Ouvi dizer que você está procurando a guerreira de quem falei com Achaben?
PROPQUEST_SCENARIO_INC_002162,"I have briefly seen her before, but I’m not entirely sure of her exact whereabouts. I do have a friend who claims to have seen this warrior recently…","Eu a vi brevemente antes, mas não tenho certeza de seu paradeiro exato. Eu tenho um amigo que afirma ter visto essa guerreira recentemente…"
PROPQUEST_SCENARIO_INC_002163,"I will introduce you to them, but first I need a little help! I do extensive gardening here in Darkon 3 but the Watangka tribes have been making my work difficult. Could you please eliminate some of them?","Posso te apresentar para ele, mas primeiro preciso de uma ajudinha! Eu faço jardinagem extensiva aqui em Darkon 3, mas as tribos Watangka têm dificultado meu trabalho. Você poderia eliminar alguns deles?"
PROPQUEST_SCENARIO_INC_002164,Please hunt 20 Small Watangkas & 15 Watangkas and return to me. It is terribly difficult to garden in these conditions!,"Por favor, cace 20 Pequenos Watangkas e 15 Watangkas e volte para mim. É terrivelmente difícil jardinar nestas condições!"
PROPQUEST_SCENARIO_INC_002165,Please help eliminate the Watangka! It's hard enough to make a living already without them around!,"Por favor, ajude a eliminar os Watangkas! Já é difícil ganhar a vida sem eles por perto!"
PROPQUEST_SCENARIO_INC_002166,Thank you so much!! Now I can work to get my next export of flowers out!,Muito obrigada!! Agora posso trabalhar para conseguir minha próxima exportação de flores!
PROPQUEST_SCENARIO_INC_002167,Please go and defeat the Watangka before they destroy any more of my flowers!,"Por favor, vá e derrote os Watangkas antes que eles destruam mais das minhas flores!"
PROPQUEST_SCENARIO_INC_002168,Hunt 20 Small Watangkas & 15 Watangkas and return to Laola.,Cace 20 Watangkas Pequenos e 15 Watangkas e reporte para Laola.
PROPQUEST_SCENARIO_INC_002170,The Nomadic Chef,O Chef Nômade
PROPQUEST_SCENARIO_INC_002171,I've heard that the warrior in question is supposedly a powerful Billposter…,Ouvi dizer que o guerreira em questão é supostamente uma poderosa Billposter…
PROPQUEST_SCENARIO_INC_002172,If you are looking for further information on them then please go to my friend Jinitte. He has traveled the continent of Darkon extensively and knows much of its happenings.,"Se você está procurando mais informações sobre ela, por favor, vá encontrar o meu amigo Jinitte. Ele viajou extensivamente pelo continente de Darkon e conhece muitos de seus acontecimentos."
PROPQUEST_SCENARIO_INC_002173,Jinitte might just know where this hero is hiding out.,Jinitte pode saber onde essa guerreira está se escondendo.
PROPQUEST_SCENARIO_INC_002174,Rather hang around and help me garden? Haha I'm joking! I know you probably have much more important work to attend to!,"Em vez de ficar parado por aí, que tal ajudar no jardim? Haha brincadeirinha! Eu sei que você provavelmente tem um trabalho muito mais importante para fazer!"
PROPQUEST_SCENARIO_INC_002175,Greetings Sir! You lookin to try my world famous cuisine!,Saudações jovem! Você está querendo experimentar minha cozinha mundialmente famosa?!
PROPQUEST_SCENARIO_INC_002176,Jinitte is a famous world travelling cook. He is currently selling food at the Nomads village.,Jinitte é um famoso cozinheiro que viaja pelo mundo. Ele está atualmente vendendo comida na Aldeia de Kan.
PROPQUEST_SCENARIO_INC_002177,Go find Jinitte at Nomads village in Central Darkon 3,Vá encontrar Jinitte na Aldeia Nômade de Kan no Centro de Darkon 3.
PROPQUEST_SCENARIO_INC_002179,Roots of Flavor,Raízes de Sabor
PROPQUEST_SCENARIO_INC_002180,Ah~! You're the one lookin for that hero! Figured you were here to try some of my world famous cuisine!,Ah~! Você é a pessoa que está procurando a guerreira! Achei que você estava aqui para experimentar um pouco da minha cozinha mundialmente famosa!
PROPQUEST_SCENARIO_INC_002181,"Haven't heard of me!? Well you my friend, must have been living under a pretty big rock for some time.","Nunca ouviu falar de mim!? Bem, você amigo(a), deve ter acordado de um coma depois de muito tempo, né?!"
PROPQUEST_SCENARIO_INC_002182,"Maybe while you adjust to the light, you could do me a little favor? Afterwards I promise to tell you where to find that hero you are looking for!","Talvez enquanto você se acostuma com a luz, você poderia me fazer um pequeno favor? Depois eu prometo te dizer onde encontrar aquela guerreira que você está procurando!"
PROPQUEST_SCENARIO_INC_002183,"Thanks!! Well, I'm working on my latest masterpiece dish, but first I need 10 Anti Roots. Please go obtain some from Antiquery!","Obrigado!! Bem, estou trabalhando no meu último prato de obra-prima, mas primeiro preciso de 10 Anti-Raiz. Por favor, vá obter alguns da Antiquery! "
PROPQUEST_SCENARIO_INC_002184,Ahh nevermind then! Figured you might do me this one favor!,Ahh deixa pra lá então! Achei que você poderia me fazer um favor! Não tenho nada para te contar nesse caso.
PROPQUEST_SCENARIO_INC_002185,Oh!! I was waiting for you. You came back earlier than I expected.,Oh!! Eu estava esperando por você. Você voltou mais cedo do que eu esperava.
PROPQUEST_SCENARIO_INC_002186,Please hunt Antiquery and bring me 10 Anti Roots.,"Por favor, cace os Antiquerys e me traga 10 Anti-Raiz."
PROPQUEST_SCENARIO_INC_002187,Hunt Antiquery and get 10 Anti Roots.,Cace Antiquerys e consiga 10 Anti-Raiz.
PROPQUEST_SCENARIO_INC_002189,Solace in the Mountains,Equilíbrio Nas Montanhas
PROPQUEST_SCENARIO_INC_002190,The warrior you are looking for is currently training up at the Stone Mountain. I believe her to be the original hero Billposter.,A guerreira que você está procurando está treinando na Montanha de Pedra. Eu acredito que ela seja a Heroína Original Billposter.
PROPQUEST_SCENARIO_INC_002191,She shouldn't be too hard to find. Seems like she's been training in the same spot for quite some time now. Plan to find her?,Ela não deve ser muito difícil de encontrar. Parece que ela está treinando no mesmo local há algum tempo. Planeja ir falar com ela?
PROPQUEST_SCENARIO_INC_002192,She typically can be found meditating high up in the mountains Southeast of this location. Good luck!,Ela normalmente pode ser encontrada meditando no alto das montanhas a Sudeste deste local. Boa sorte!
PROPQUEST_SCENARIO_INC_002193,"Well, you can hang around, but don't think you will be eating for free here!","Bem, você pode ficar por aqui, mas não pense que vai comer de graça!"
PROPQUEST_SCENARIO_INC_002194,"Hmm, I sense an unknown aura interfering with my meditation…","Hmm, sinto uma aura desconhecida interferindo na minha meditação…"
PROPQUEST_SCENARIO_INC_002195,"Yes yes, my food smells delicious. Time for you to go accomplish your mission!","Sim, sim, minha comida tem um cheiro delicioso... Hora de você ir cumprir sua missão!"
