Key,English,Spanish
PROPQUEST_SCENARIO_INC_001916,"Well, are you going to head into the mine or are you reconsidering already?","Bueno, ¿vas a ir a la mina o ya lo estás reconsiderando?"
PROPQUEST_SCENARIO_INC_001917,Enter the Dekane Dungeon and search for the Mysterious Woman.,Entra en la Mina Dekane y busca a la Mujer Misteriosa.
PROPQUEST_SCENARIO_INC_001919,The Alluring Enchantress,La Seductora Hechizera
PROPQUEST_SCENARIO_INC_001920,"Ah! So you braved all the perils of the dungeon just to meet me eh? Oh my name? Well, I don't just give that out to anyone! Hehe.","¡Vaya! Así que has desafiado todos los peligros de la mazmorra solo para conocerme, ¿eh? Ah ¿mi nombre? Bueno, ¡no se lo digo a nadie! Jeje."
PROPQUEST_SCENARIO_INC_001921,"Before I bestow upon you the most graceful name ever, you have to show me you are worthy to receive it! How? Oh its quite simple! Hehe. Just kill 20 Keakoon Guards!","¡Antes de decirte el nombre más elegante de la historia, tienes que demostrarme que eres digno de recibirlo! ¿Cómo? ¡Oh, es bastante simple! Jeje. ¡Sólo tienes que derrotar a 20 Guardias Keakoon!"
PROPQUEST_SCENARIO_INC_001922,There should be more than enough Keakoon Guards in this very dungeon. Just kill 20 of them and you will have the privilege of knowing my name!,Debería haber suficientes Guardias Keakoon en esta misma mazmorra. ¡Derrota a 20 de ellos y tendrás el privilegio de saber mi nombre!
PROPQUEST_SCENARIO_INC_001923,"Oh well, I guess that is your loss then. Hehe.","Bueno, supongo que tú te lo pierdes entonces. Jeje."
PROPQUEST_SCENARIO_INC_001924,"Wow, that was quick! Apparently someone really wants to know my name? Hehe.","¡Vaya, eso ha sido rápido! Parece que alguien quiere saber mi nombre. Jeje."
PROPQUEST_SCENARIO_INC_001925,"Well, you could stand there and stare at me all day, but that won't kill those Keakoon Guards any faster now will it? Hehe.","Bueno, podrías quedarte ahí y mirarme todo el día, pero eso no va a derrotar a esos Guardias Keakoon ¿verdad? Jeje."
PROPQUEST_SCENARIO_INC_001926,Kill 20 Keakoon Guards.,Derrota a 20 Guardias Keakoon.
PROPQUEST_SCENARIO_INC_001928,Ainher's Request,La Solicitud de Ainher
PROPQUEST_SCENARIO_INC_001929,"The name is Ainher. Yes, try not to let the pure beauty of it make you go completely deaf. I'm sure you didn't just come all this way to learn my name though, so what DID you come here for?","Mi nombre es Ainher. Sí, intenta que su pura belleza no te haga quedar completamente sordo. Estoy segura de que no has venido hasta aquí solo para saber mi nombre, así que, ¿para qué has venido?"
PROPQUEST_SCENARIO_INC_001930,"Hehe, how did you know about the original 8 heroes? Ah it's ok, I've had creepier stalkers! I am the reincarnation of the original Psykeeper Hero Offerep…","Jeje, ¿¿cómo sabes acerca de los 8 héroes originales?? ¡Ah, está bien, he tenido acosadores más espeluznantes! Soy la reencarnación de la Héroe Psykeeper Offerep original..."
PROPQUEST_SCENARIO_INC_001931,"I see. So Reonan looks to reunite the original heroes. If t his is the case, then something important must be going on! Unfortunately, I am rather tied down at the moment with research…","Ya veo. Entonces, Reonan busca reunir a los héroes originales. Si este es el caso, ¡debe estar pasando algo importante! Por desgracia, ahora mismo estoy bastante ocupada con la investigación..."
PROPQUEST_SCENARIO_INC_001932,"I guess if you maybe helped me to finish my research I would consider joining up. If you want to be of assistance to me, then please go talk to Drico and collect the Agony Ore.","Supongo que si me ayudas a terminar mi investigación, podría considerar unirme. Si quieres ayudarme, ve a hablar con Drico y consigue el Mineral de la Agonía."
PROPQUEST_SCENARIO_INC_001933,"Agony Ore is quite rare, so I'm sure Drico won't be willing to hand it over right away… But, I guess that is now your problem! Hehe.","El Mineral de la Agonía es bastante raro, así que estoy segura de que Drico no estará dispuesto a entregártelo de inmediato... ¡Pero supongo que ahora ese es tu problema! Jeje."
PROPQUEST_SCENARIO_INC_001934,Change your mind so quickly I see? Guess you weren't in that much of a hurry to get my help then! Hehe.,Cambias de opinión muy rápido por lo que veo. ¡Supongo que entonces no tenías tanta prisa por conseguir mi ayuda! Jeje.
PROPQUEST_SCENARIO_INC_001935,*Sniff* *Snort* Drico smell a stranger here? What stranger want? *sniff*,*Olfatea* *Resopla* ¿Drico huele a un extraño aquí? ¿¿¿Qué extraño quiere??? *Olfatea*
PROPQUEST_SCENARIO_INC_001936,Hurry along now! Go find Drico and retrieve the Agony Ore!,¡Date prisa! ¡Ve a buscar a Drico y recupera el Mineral de la Agonía!
PROPQUEST_SCENARIO_INC_001937,Find Drico in Dekanes dungeon.,Encuentra a Drico en la Mina Dekane.
PROPQUEST_SCENARIO_INC_001939,Sweet Medication,Dulce Medicamento
PROPQUEST_SCENARIO_INC_001940,Agony Ore? Khahahahaha! You say want Agony Ore? *snort* *sniff* Agony Ore very rare! I no trade!,¿¿¿Mineral de Agonía??? ¡Jajajajaja! ¿Tú quieres Mineral de Agonía? *resopla* *olfatea* ¡Mineral de Agonía muy raro! ¡Yo no comercio!
PROPQUEST_SCENARIO_INC_001941,*sniff*. Hmm...Maybe I change mind If do something for Drico! Tribe need sap of Roach Queen for medicine! *snort* You can collect for Drico?,*olfatea*. Hmm... ¡Puede cambie de opinión si haces algo por Drico! ¡Tribu necesita savia de Roach Queen para medicina! *resopla* ¿¿Puedes conseguir para Drico??
PROPQUEST_SCENARIO_INC_001942,"Collect sap from Pink Roach Queen and Blue Roach Queen, then bring to Drico.",Consigue Savia de Reina Roach Rosa y Savia de Reina Roach Azul y llévaselas a Drico.
PROPQUEST_SCENARIO_INC_001943,You reject such a good chance now? *Sniff* *Sniff*. As you wish~,¿Rechazas oportunidad tan buena? *Olfatea*. Como quieras~
PROPQUEST_SCENARIO_INC_001944,*sniff* *sniff* Drico smell sweet sap!,*Olfatea* ¡Drico huele savia dulce!
PROPQUEST_SCENARIO_INC_001945,Collect Pink Roach Queen Sap and Blue Roach Queen Sap! Sniff!,¡Consigue Savia de Reina Roach Rosa y Savia de Reina Roach Azul! ¡Sniff!
PROPQUEST_SCENARIO_INC_001946,Pink and Blue Roach Queen deep in dungeon. Please go gather their sap!,Las Reinas Roach Rosas y Azules están en lo profundo de la mazmorra. ¡Consigue su savia!
PROPQUEST_SCENARIO_INC_001948,Collective Bargaining,La Negociación Colectiva
PROPQUEST_SCENARIO_INC_001949,Give Drico Sap! Then Drico hand Ore to stranger! *snort*,¡Dale Savia a Drico! ¡Entonces Drico entrega Mineral a extraño! *resopla*
PROPQUEST_SCENARIO_INC_001950,Here take ore!,¡Toma el Mineral!
PROPQUEST_SCENARIO_INC_001951,You no want take now? *sniff* Drico need sap please!,¿¿¿No quieres ahora??? *Olfatea* ¡Drico necesita savia por favor!
PROPQUEST_SCENARIO_INC_001952,"hehe, impressive! I knew you would find a way to obtain the ore!","Jeje, ¡impresionante! ¡Sabía que encontrarías una manera de comseguir el mineral!"
PROPQUEST_SCENARIO_INC_001953,Go take ore. Drico is busy now!,Llévate el mineral. ¡Drico está ocupado!
PROPQUEST_SCENARIO_INC_001954,Take the Agony Ore to Ainher.,Dale el Mineral de la Agonía a Ainher.
PROPQUEST_SCENARIO_INC_001956,Psykeeper Hero's Pendant,El Colgante de la Héroe Psykeeper
PROPQUEST_SCENARIO_INC_001957,Just give me the ore and you have my word that I will reunite with Reonan and the rest of the gang. First I need a little time to examine the ore.,Dame el mineral y tienes mi palabra de que me reuniré con Reonan y el resto de la pandilla. Primero necesito un poco de tiempo para examinar el mineral.
PROPQUEST_SCENARIO_INC_001958,"I can't leave this very moment, but here, take my pendant to Reonan. It will seal the deal! I will meet up with you again soon enough! Hehe.","No puedo ir en este momento, pero toma, llévale mi colgante a Reonan. ¡Sellará el trato! ¡Me reuniré contigo pronto! Jeje."
PROPQUEST_SCENARIO_INC_001959,Please tell Reonan I am busy with important research but will come directly to him afterwards!,"Por favor, dile a Reonan que estoy ocupada con una investigación importante, ¡pero que acudiré a él más tarde!"
PROPQUEST_SCENARIO_INC_001960,Eh? You don't want to leave here because of my radiant beauty? Guess I don't blame you!,¿Eh? ¿No quieres irte de aquí por mi radiante belleza? ¡Supongo que no te puedo culpar!
PROPQUEST_SCENARIO_INC_001961,You're back! How is Ainher doing? What? This is another of the pendants!,¡Estás de vuelta! ¿Cómo está Ainher? ¿¿Qué?? ¡Este es otro de los colgantes!
PROPQUEST_SCENARIO_INC_001962,Well what are you waiting for! Take the pendant to Reonan!,"¡Bueno, a qué estás esperando! ¡Llévale el colgante a Reonan!"
PROPQUEST_SCENARIO_INC_001963,Give Ainher's Pendant to Reonan.,Dale el Colgante de Ainher a Reonan.
PROPQUEST_SCENARIO_INC_002141,The Last Hero,La Última Héroe
PROPQUEST_SCENARIO_INC_002142,You know? You've grown a lot during the course of this all. We've almost reached the end of the initial phase though! We just need to find the last hero!,¿Sabes qué? Has crecido mucho durante el transcurso de todo esto. ¡Casi hemos llegado al final de la fase inicial! ¡Solo tenemos que encontrar a la última héroe!
PROPQUEST_SCENARIO_INC_002143,Shade's power grows progressively stronger… I can feel it…. We must hurry and find the last hero as soon as possible.,El poder de Shade aumenta progresivamente... Puedo sentirlo... Debemos darnos prisa y encontrar a la última héroe lo antes posible.
PROPQUEST_SCENARIO_INC_002144,I believe Achaben has more details on where we might find the last hero. Please go to him right away!,"Creo que Achaben tiene más detalles sobre dónde podríamos encontrar a la última héroe. ¡Por favor, ve a preguntarle ahora mismo!"
PROPQUEST_SCENARIO_INC_002145,You can hear more details on where to find the last hero from Achaben! Please go and speak with him!,"¡Achaben te puede dar más detalles sobre dónde encontrar a la última héroe! ¡Por favor, ve y habla con él!"
PROPQUEST_SCENARIO_INC_002146,You cannot give up yet after everything we've worked for!,¡No te puedes rendir después de todo lo que hemos trabajado!
PROPQUEST_SCENARIO_INC_002147,"Yes~ Oh! You're here again, my lord.",Sí~ ¡Ay! Estás aquí de nuevo.
PROPQUEST_SCENARIO_INC_002148,Why haven't you left yet? Achaben is running the general store of Darken. Please go meet with him!,"¿Por qué no te has ido todavía? Achaben dirige la Tienda General de Darken. ¡Por favor, ve a reunirte con él!"
PROPQUEST_SCENARIO_INC_002149,Return to Darken and meet with Achaben.,Vuelve a Darken y reúnete con Achaben.
PROPQUEST_SCENARIO_INC_002151,"The High Magician, Laola","La Gran Maga, Laola"
PROPQUEST_SCENARIO_INC_002152,"I've heard you are still in search of the legendary heroes, no? I've heard of a powerful warrior undergoing extensive training in Darkon 3. This might be one of the warriors for which you are searching.","He escuchado que todavía estás en busca de los héroes legendarios, ¿no? He oído hablar de una poderosa guerrera que se sometió a un extenso entrenamiento en Darkon 3. Podría ser una de los guerreros que estás buscando."
PROPQUEST_SCENARIO_INC_002153,"I was informed of this warrior by my friend Laola, who works in Darkon 3. Please go meet with her for further details!","Mi amiga Laola, que está en Darkon 3, me informó sobre esa guerrera. ¡Reúnete con ella para que te dé más detalles!"
PROPQUEST_SCENARIO_INC_002154,"Laola should be at her house in the forests of Darkon 3, where she works as a gardener. Just be aware, the area is overrun with many monsters!","Laola debería estar en su casa en los bosques de Darkon 3, donde trabaja como jardinera. ¡Ten en cuenta que el área está invadida por los monstruos!"
PROPQUEST_SCENARIO_INC_002155,"Too bad! Well if you are free, wanna help me complete some more deliveries?","¡Qué mal! Bueno, si estás libre, ¿¿¿quieres ayudarme con algunas entregas más???"
PROPQUEST_SCENARIO_INC_002156,Hey now! Who are you? Why are you coming to my flower garden without any permission?,¡Eh tú! ¿¿Quién eres?? ¿¿Por qué vienes a mi jardín de flores sin permiso??
PROPQUEST_SCENARIO_INC_002157,Laola will be in Darkon 3. Please go find her!,Encontrarás a Laola en Darkon 3. ¡Ve y encuéntrala!
PROPQUEST_SCENARIO_INC_002158,Go to Darkon 3 to find Laola,Ve a Darkon 3 para encontrar a Laola.
PROPQUEST_SCENARIO_INC_002160,The Perils of Gardening,Los Peligros de la Jardinería
PROPQUEST_SCENARIO_INC_002161,Ohh! Achaben sent you! Sorry for the less than friendly greeting! I heard you are looking for the warrior about whom I spoke of to Achaben?,¡Vaya! ¡Achaben te ha enviado! ¡Perdón por el saludo poco amistoso! ¿Estás buscando a la guerrera de la que le hablé a Achaben?
PROPQUEST_SCENARIO_INC_002162,"I have briefly seen her before, but I’m not entirely sure of her exact whereabouts. I do have a friend who claims to have seen this warrior recently…","La vi hace un tiempo, pero no estoy seguro de su paradero exacto. Tengo una amiga que afirma haber visto a esa guerrera recientemente..."
PROPQUEST_SCENARIO_INC_002163,"I will introduce you to them, but first I need a little help! I do extensive gardening here in Darkon 3 but the Watangka tribes have been making my work difficult. Could you please eliminate some of them?","Te la presentaré, ¡pero primero necesito un poco de ayuda! Hago una gran cantidad de trabajos de jardinería aquí en Darkon 3, pero las tribus de Watangka dificultan mi trabajo. ¿¿Podrías eliminar a unos cuantos??"
PROPQUEST_SCENARIO_INC_002164,Please hunt 20 Small Watangkas & 15 Watangkas and return to me. It is terribly difficult to garden in these conditions!,"Por favor, derrota a 20 Watangkas Pequeños y a 15 Watangkas y vuelve conmigo. ¡Es terriblemente difícil trabajar en el jardín en estas condiciones!"
PROPQUEST_SCENARIO_INC_002165,Please help eliminate the Watangka! It's hard enough to make a living already without them around!,¡Por favor ayúdame a eliminar a los Watangka! ¡Ya es bastante difícil ganarse la vida sin ellos cerca!
PROPQUEST_SCENARIO_INC_002166,Thank you so much!! Now I can work to get my next export of flowers out!,¡¡Muchísimas gracias!! ¡Ahora puedo trabajar para sacar mi próxima exportación de flores!
PROPQUEST_SCENARIO_INC_002167,Please go and defeat the Watangka before they destroy any more of my flowers!,¡Por favor ve y derrota a los Watangkas antes de que destrocen más de mis flores!
PROPQUEST_SCENARIO_INC_002168,Hunt 20 Small Watangkas & 15 Watangkas and return to Laola.,Derrota a 20 Watangkas Pequeños y a 15 Watangkas y vuelve con Laola.
PROPQUEST_SCENARIO_INC_002170,The Nomadic Chef,El Cocinero Nómada
PROPQUEST_SCENARIO_INC_002171,I've heard that the warrior in question is supposedly a powerful Billposter…,He oído que la guerrera en cuestión es una poderosa Billposter...
PROPQUEST_SCENARIO_INC_002172,If you are looking for further information on them then please go to my friend Jinitte. He has traveled the continent of Darkon extensively and knows much of its happenings.,"Si estás buscando más información sobre ella, busca a mi amigo Jinitte. Ha viajado por todo el continente de Darkon y sabe mucho de todo lo que pasa en él."
PROPQUEST_SCENARIO_INC_002173,Jinitte might just know where this hero is hiding out.,Jinitte podría saber dónde se esconde la héroe.
PROPQUEST_SCENARIO_INC_002174,Rather hang around and help me garden? Haha I'm joking! I know you probably have much more important work to attend to!,¿Prefieres quedarte y ayudarme con el jardín? ¡Jajaja es broma! ¡Sé que tienes algo más importante de lo que ocuparte!
PROPQUEST_SCENARIO_INC_002175,Greetings Sir! You lookin to try my world famous cuisine!,¡Saludos! ¡Quieres probar mi cocina mundialmente famosa eh!
PROPQUEST_SCENARIO_INC_002176,Jinitte is a famous world travelling cook. He is currently selling food at the Nomads village.,Jinitte es un famoso cocinero que viaja por todo el mundo. Ahora está vendiendo comida en la Aldea de los Nómadas.
PROPQUEST_SCENARIO_INC_002177,Go find Jinitte at Nomads village in Central Darkon 3,Encuentra a Jinitte en la Aldea de los Nómadas en el Centro de Darkon 3.
PROPQUEST_SCENARIO_INC_002179,Roots of Flavor,Raíces de Sabor
PROPQUEST_SCENARIO_INC_002180,Ah~! You're the one lookin for that hero! Figured you were here to try some of my world famous cuisine!,Ah~! ¡Tú eres el que busca a esa héroe! ¡Pensaba que estabas aquí para probar algo de mi cocina mundialmente famosa!
PROPQUEST_SCENARIO_INC_002181,"Haven't heard of me!? Well you my friend, must have been living under a pretty big rock for some time.","¿¡No has oído hablar de mí!? Bueno, amigo mío, has estado viviendo debajo de una piedra bastante grande durante un buen tiempo por lo que veo."
PROPQUEST_SCENARIO_INC_002182,"Maybe while you adjust to the light, you could do me a little favor? Afterwards I promise to tell you where to find that hero you are looking for!","Mientras te adaptas a la luz, ¿podrías hacerme un pequeño favor? ¡Después prometo decirte dónde encontrar a esa héroe que estás buscando!"
PROPQUEST_SCENARIO_INC_002183,"Thanks!! Well, I'm working on my latest masterpiece dish, but first I need 10 Anti Roots. Please go obtain some from Antiquery!","¡¡Gracias!! Bueno, estoy trabajando en mi último plato de obra maestra, pero primero necesito 10 Raíces Anti. ¡Ve a conseguirlas de los Antiquery!"
PROPQUEST_SCENARIO_INC_002184,Ahh nevermind then! Figured you might do me this one favor!,Ahh ¡no importa entonces! ¡Pensaba que podrías hacerme este favor! 
PROPQUEST_SCENARIO_INC_002185,Oh!! I was waiting for you. You came back earlier than I expected.,¡¡Oh!! Te estaba esperando. Has vuelto antes de lo que esperaba.
PROPQUEST_SCENARIO_INC_002186,Please hunt Antiquery and bring me 10 Anti Roots.,Por favor derrota a los Antiquerys y tráeme 10 Raíces Anti.
PROPQUEST_SCENARIO_INC_002187,Hunt Antiquery and get 10 Anti Roots.,Derrota a los Antiquerys y consigue 10 Raíces Anti.
PROPQUEST_SCENARIO_INC_002189,Solace in the Mountains,Consuelo en las Montañas
PROPQUEST_SCENARIO_INC_002190,The warrior you are looking for is currently training up at the Stone Mountain. I believe her to be the original hero Billposter.,La guerrera que buscas se está entrenando en la Montaña de Piedra. Creo que ella es la héroe original Billposter.
PROPQUEST_SCENARIO_INC_002191,She shouldn't be too hard to find. Seems like she's been training in the same spot for quite some time now. Plan to find her?,No debería ser demasiado difícil de encontrar. Ha estado entrenando en el mismo lugar durante mucho tiempo. ¿Quieres encontrarla?
PROPQUEST_SCENARIO_INC_002192,She typically can be found meditating high up in the mountains Southeast of this location. Good luck!,"Por lo general, se la puede encontrar meditando en lo alto de las montañas al sureste de aquí. ¡Buena suerte!"
PROPQUEST_SCENARIO_INC_002193,"Well, you can hang around, but don't think you will be eating for free here!","Bueno, puedes pasar el rato por aquí, ¡pero no pienses que vas a comer gratis!"
PROPQUEST_SCENARIO_INC_002194,"Hmm, I sense an unknown aura interfering with my meditation…","Hmm, siento un aura desconocida que interfiere en mi meditación..."
PROPQUEST_SCENARIO_INC_002195,"Yes yes, my food smells delicious. Time for you to go accomplish your mission!","Sí, sí, mi comida huele deliciosamente bien. ¡Es hora de que vayas a cumplir tu misión!"
PROPQUEST_SCENARIO_INC_002196,Find the Billposter hero high in the mountains Southeast of Nomads Village.,Encuentra a la Héroe Billposter en lo alto de las montañas al Sureste de la Villa de los Nómadas.
PROPQUEST_SCENARIO_INC_002198,Billposter Hero - Sury,Héroe Billposter - Sury
PROPQUEST_SCENARIO_INC_002199,I'm very close to reaching a perpetual state of enlightenment. It is crucial that you don't…,Estoy muy cerca de alcanzar un estado perpetuo de iluminación. Es crucial que no…
PROPQUEST_SCENARIO_INC_002200,Reonan!? He sent you? You seem rather weak for someone Reonan has supposedly entrusted so much knowledge to…,¿¡Reonan!? ¿Él te envía? Pareces bastante débil para alguien a quien supuestamente Reonan le ha confiado tanto conocimiento...
PROPQUEST_SCENARIO_INC_002201,"We will prove just what you are capable of. If you are successful in carrying out 3 tests, then our conversation will resume…","Comprobaremos de lo que eres capaz. Si tienes éxito en las 3 pruebas, nuestra conversación se reanudará..."
PROPQUEST_SCENARIO_INC_002202,"First, please go and defeat 50 Small Luias & 35 Luias. This should be sufficient to prove to me that you are a worthy disciple of Reonan.","Primero, ve y derrota a 50 Luias Pequeñas y a 35 Luias. Esto debería ser suficiente para demostrarme que eres un digno discípulo de Reonan."
PROPQUEST_SCENARIO_INC_002203,"Well, you talk a big game. But remember, actions do speak louder than words. Lets see if you can complete the quest.","Bueno, hablas muy bien. Pero recuerda, las acciones hablan con más fuerza que las palabras. A ver si puedes completar la misión."
PROPQUEST_SCENARIO_INC_002204,"If you do not wish to undergo the quest, then move along. I need absolute concentration.","Si no te quieres someter a la prueba, lárgate. Necesito concentración absoluta."
PROPQUEST_SCENARIO_INC_002205,Hmm... You are definitely stronger than I previously imagined you would be…,Hmm... Sin duda eres más fuerte de lo que imaginaba...
PROPQUEST_SCENARIO_INC_002206,Please do not talk to me until you have defeated 20 Small Luias & 15 Luias.,"Por favor, no me hables hasta que hayas derrotado a 20 Luias Pequeñas y a 15 Luias."
PROPQUEST_SCENARIO_INC_002207,Hunt 50 Small Luias & 35 Luias and then speak with Sury,Derrota a 50 Luias Pequeñas y a 35 Luias y luego habla con Sury.
PROPQUEST_SCENARIO_INC_002209,Sury's Test (1),La Prueba de Sury (1)
PROPQUEST_SCENARIO_INC_002210,"Do not fool yourself into believing that was the only test. Next, please defeat the Shuhamma for me.","No te engañes creyendo que esa era la única prueba. Ahora, por favor, derrota a los Shuhammas."
PROPQUEST_SCENARIO_INC_002211,Are you still determined to prove your worth? You can back out at anytime.,¿Sigues decidido a demostrar tu valía? Te puedes rendir en cualquier momento.
PROPQUEST_SCENARIO_INC_002212,"Well then, hunt 50 Small Shuhammas & 35 Shuhammas for me.","Pues entonces, derrota a 50 Shuhammas Pequeños y a 35 Shuhammas."
PROPQUEST_SCENARIO_INC_002213,"Heh, a true warrior would never turn down a challenge.","Je, un verdadero guerrero nunca rechazaría un desafío."
PROPQUEST_SCENARIO_INC_002214,Impressive. Guess I should increase the difficulty of the next test if I wish to truly test you!,Impresionante. ¡Supongo que debería aumentar la dificultad de la próxima prueba si realmente quiero ponerte a prueba!
PROPQUEST_SCENARIO_INC_002215,The Shuhammas should be right at the bottom of this mountain. Please make haste and defeat 20 Small Shuhammas & 15 Shuhammas.,Los Shuhammas deberían estar justo al pie de esta montaña. Date prisa y derrota a 20 Shuhammas Pequeños y a 15 Shuhammas.
PROPQUEST_SCENARIO_INC_002216,Hunt 50 Small Shuhammas & 35 Shuhammas and then speak with Sury,Derrota a 50 Shuhammas Pequeños y a 35 Shuhammas y luego habla con Sury.
PROPQUEST_SCENARIO_INC_002218,Sury's Test (2),La Prueba de Sury (2)
PROPQUEST_SCENARIO_INC_002219,This will be my final task. Complete this and you will have proven yourself worthy enough to speak with me regarding Reonan's request.,Esta será mi última prueba. Complétala y habrás demostrado ser lo suficientemente digno como para hablar conmigo sobre la solicitud de Reonan.
PROPQUEST_SCENARIO_INC_002220,The Shuhamma were hardly a challenge for you. Now I really wanna test your skill!. Please go hunt the Lord Shuhamma which servers as their leader!,The Shuhamma were hardly a challenge for you. Now I really wanna test your skill!. Please go hunt the Lord Shuhamma which servers as their leader!
PROPQUEST_SCENARIO_INC_002221,"Hunting the Lord Shuhamma by yourself will be a daunting task. You might wish to enlist the aid of other warriors. But, if you DO defeat him solo, you will have truly earned my respect!","Hunting the Lord Shuhamma by yourself will be a daunting task. You might wish to enlist the aid of other warriors. But, if you DO defeat him solo, you will have truly earned my respect!"
PROPQUEST_SCENARIO_INC_002222,You are a quite a brave adventurer. Go hunt 40 Captain Shuhammas & the Lord Shuhamma and let's see what you are truly made of!,You are a quite a brave adventurer. Go hunt 40 Captain Shuhammas & the Lord Shuhamma and let's see what you are truly made of!
PROPQUEST_SCENARIO_INC_002223,And here I was thinking you could do it! Maybe I was wrong about you...,¡Y aquí estaba yo pensando que podrías hacerlo! Parece que me he equivocado contigo...
PROPQUEST_SCENARIO_INC_002224,"That was surely no easy feat. You have earned my respect stranger! My name is Sury, the original Billposter Hero","Seguro que no ha sido una tarea fácil. ¡Te has ganado mi respeto forastero! Mi nombre es Sury, la Héroe original Billposter."
PROPQUEST_SCENARIO_INC_002225,You still have yet to hunt 40 Captain Shuhammas & the Lord Shuhamma? Return to me once you are finished!,You still have yet to hunt 40 Captain Shuhammas & the Lord Shuhamma? Return to me once you are finished!
PROPQUEST_SCENARIO_INC_002226,Hunt 40 Captain Shuhammas & the Lord Shuhamma and go back to Sury.,Hunt 40 Captain Shuhammas & the Lord Shuhamma and go back to Sury.
PROPQUEST_SCENARIO_INC_002228,Sury's Dilemma,El Dilema de Sury
PROPQUEST_SCENARIO_INC_002229,"I've been training up here so long. I feel that I'm so close to achieving a heightened level of power, but there is something missing…","He estado entrenando aquí durante mucho tiempo. Siento que estoy muy cerca de alcanzar un nivel de poder superior, pero falta algo..."
PROPQUEST_SCENARIO_INC_002230,"I don't know why… I just feel like there is something missing… and this ""thing"" is keeping me from realizing my true inner potential.","No sé por qué... pero siento que falta algo... y esa ""cosa"" me impide alcanzar mi verdadero potencial interior."
PROPQUEST_SCENARIO_INC_002231,Could you please seek my mentor (Billposter Guardian) Capafe and explain my dilemma. He will surely understand…,"¿Podrías ir a buscar a mi mentora, la Guardiana Billposter Capafe, y explicarle mi dilema? Seguro que lo entenderá..."
PROPQUEST_SCENARIO_INC_002232,Thank you! Please get advice from (Billposter Guardian) Capafe.,¡Gracias! Pídele consejo a la Guardiana Billposter Capafe.
PROPQUEST_SCENARIO_INC_002233,You can't possibly stop now. You play an important role in things to come!,No te puedes detener ahora. ¡Tú juegas un papel importante en lo que se avecina!
PROPQUEST_SCENARIO_INC_002234,"Welcome, I have been expecting you.","Bienvenido, te estaba esperando."
PROPQUEST_SCENARIO_INC_002235,(Billposter Guardian) Capafe is located in Southern Darkon 3 along with the other Guardians.,La Guardiana Billposter Capafe se encuentra al Sur de Darkon 3 junto a las otras Guardianas.
PROPQUEST_SCENARIO_INC_002236,Find (Billposter Guardian) Capafe.,Encuentra a la Guardiana Billposter Capafe.
PROPQUEST_SCENARIO_INC_002238,Enlightenment Shard,Fragmento de la Iluminación
PROPQUEST_SCENARIO_INC_002239,"Sury is currently in a perpetual state of self doubt. Despite her unyielding dedication to her training, there is a self-realization she alone will have to make…","Sury se encuentra en un perpetuo estado de duda. A pesar de su inquebrantable dedicación a su entrenamiento, hay algo que sólo ella puede hacer para autorealizarse..."
PROPQUEST_SCENARIO_INC_002240,Go to Fera to get the Enlightenment Shard. She will tell you.,Ve con Fera para conseguir el Fragmento de la Iluminación. Ella te explicará.
PROPQUEST_SCENARIO_INC_002241,"We may be able to assist her in making this realization though… Find Fera, the Billposter Priest, at the Altar of Billposter North of here. She might know of a way…","Sin embargo, es posible que podamos ayudarla a darse cuenta... Encuentra a la Sacerdotisa Billposter Fera, en el Altar del Billposter al norte de aquí. Ella podría saber de que manera..."
PROPQUEST_SCENARIO_INC_002242,Don't refuse your destiny!,¡No rechaces tu destino!
PROPQUEST_SCENARIO_INC_002243,"The Guardian has sent you, right? I was waiting for you…","Te envía la Guardiana, ¿verdad? Te estaba esperando…"
PROPQUEST_SCENARIO_INC_002244,Fera is Bill Poster Priest at the Bill Poster Altar. You shall find her there. I'm sure she is already expecting you.,Fera es la Sacerdotisa Billposter y está en el Altar del Billposter. La encontrarás allí. Estoy segura de que te estará esperando.
PROPQUEST_SCENARIO_INC_002245,Find Fera in Billposter Alter,Encuentra a Fera en el Altar del Billposter.
PROPQUEST_SCENARIO_INC_002247,Fera's Test,La Prueba de Fera
PROPQUEST_SCENARIO_INC_002248,"Sury's mind is currently clouded with doubt, as the Guardian had mentioned. In her current state, she will never reach enlightenment regardless of how hard she trains…","La mente de Sury está nublada por la duda, como había mencionado la Guardiana. En su estado actual, nunca alcanzará la iluminación, independientemente de lo duro que entrene..."
PROPQUEST_SCENARIO_INC_002249,"To help grant her thoughts a renewed sense of clarity, we must bring her a Shard of Enlightenment. First I must test your own personal strength. Do you accept?","Para ayudarle a otorgar a sus pensamientos una renovada sensación de claridad, debemos llevarle un Fragmento de la Iluminación. Primero debo poner a prueba tu propia fuerza personal. ¿Aceptas?"
PROPQUEST_SCENARIO_INC_002250,I knew you wouldn't back away from this challenge. Please hunt 60 Small Kern and 40 Kern located in Southern Darkon 3.,Sabía que no retrocederías ante este desafío. Derrota a 60 Kerns Pequeños y a 40 Kerns ubicados al Sur de Darkon 3.
PROPQUEST_SCENARIO_INC_002251,We must not falter in the face of adversity!,¡No debemos desfallecer ante la adversidad!
PROPQUEST_SCENARIO_INC_002252,I never doubted your skill for a second!,¡Nunca dudé de tu habilidad ni por un segundo!
PROPQUEST_SCENARIO_INC_002253,Please go and hunt down the Kern as a test of your own strength.,Ve y caza a esos Kerns como prueba de tu propia fuerza.
