Key,English,Thai
PROPQUEST_SCENARIO_INC_002231,Could you please seek my mentor (Billposter Guardian) Capafe and explain my dilemma. He will surely understand…,คุณช่วยไปหาที่ปรึกษาของฉัน (Billposter Guardian) Capafe และบอกถึงอาการกลืนไม่เข้าคายไม่ออกของฉันได้ไหม เขาอาจจะเข้าใจ 
PROPQUEST_SCENARIO_INC_002232,Thank you! Please get advice from (Billposter Guardian) Capafe.,ขอบคุณ! โปรดรับคำแนะนำจาก (Billposter Guardian) Capafe
PROPQUEST_SCENARIO_INC_002233,You can't possibly stop now. You play an important role in things to come!,ตอนนี้คุณไม่สามารถหยุดได้ คุณเป็นคนที่สำคัญที่สุดในสิ่งที่กำลังจะมาถึง!!
PROPQUEST_SCENARIO_INC_002234,"Welcome, I have been expecting you.",ยินดีต้อนรับ ฉันตั้งหน้าตั้งตารอคคุณอยู่
PROPQUEST_SCENARIO_INC_002235,(Billposter Guardian) Capafe is located in Southern Darkon 3 along with the other Guardians.,(Billposter Guardian) Capafe ตั้งอยู่ใน Southern Darkon 3 พร้อมกับ Guardians อื่นๆ
PROPQUEST_SCENARIO_INC_002236,Find (Billposter Guardian) Capafe.,หา (Billposter Guardian) Capafe
PROPQUEST_SCENARIO_INC_002238,Enlightenment Shard,Enlightenment Shard
PROPQUEST_SCENARIO_INC_002239,"Sury is currently in a perpetual state of self doubt. Despite her unyielding dedication to her training, there is a self-realization she alone will have to make…",ปัจจุบัน Sury อยู่ในสถานะที่ไม่ต้องสงสัยเลย แม้จะมีการอุทิศตนอย่างไม่หยุดยั้งในการฝึกซ้อม
PROPQUEST_SCENARIO_INC_002240,Go to Fera to get the Enlightenment Shard. She will tell you.,ไปที่ Fera เพื่อรับวิชาความรู้. เธอจะบอกคุณเอง
PROPQUEST_SCENARIO_INC_002241,"We may be able to assist her in making this realization though… Find Fera, the Billposter Priest, at the Altar of Billposter North of here. She might know of a way…","เราอาจจะสามารถช่วยเธอในการทำให้ตระหนักถึงนี้แม้ว่า ... ค้นหา Fera, Billposter Priest ที่แท่นบูชาของ Billposter เหนือจากที่นี่ เธออาจจะรู้วิธี ..."
PROPQUEST_SCENARIO_INC_002242,Don't refuse your destiny!,มันถูกกำหนดไว้แล้ว!!
PROPQUEST_SCENARIO_INC_002243,"The Guardian has sent you, right? I was waiting for you…",The Guardian ส่งคุณมาใช่มั้ย? ฉันรอคุณอยู่พอดี…
PROPQUEST_SCENARIO_INC_002244,Fera is Bill Poster Priest at the Bill Poster Altar. You shall find her there. I'm sure she is already expecting you.,Fera เป็นบาทหลวง เขาอยู่ที่แท่นบูชา Bill Poster คุณจะพบเธอที่นั่น ฉันมั่นใจว่าเขากำลังรอคุณอยู่
PROPQUEST_SCENARIO_INC_002245,Find Fera in Billposter Alter,หา Fera ใน Billposter Alter
PROPQUEST_SCENARIO_INC_002247,Fera's Test,การทดสอบของ Fera
PROPQUEST_SCENARIO_INC_002248,"Sury's mind is currently clouded with doubt, as the Guardian had mentioned. In her current state, she will never reach enlightenment regardless of how hard she trains…",หากต้องการได้รับการเรียน รู้คุณต้องเสี่ยงมาก ดังนั้นให้ฉันทดสอบความสามารถของนักผจญภัย คุณพร้อมที่จะสอบแล้วหรือยัง?
PROPQUEST_SCENARIO_INC_002249,"To help grant her thoughts a renewed sense of clarity, we must bring her a Shard of Enlightenment. First I must test your own personal strength. Do you accept?",เพื่อช่วยให้เธอตาสว่าง เราต้องนำ Shard of Enlightenment มาให้เธอ ก่อนอื่น ฉันต้องทดสอบความแข็งแกร่งของคุณ คุณรับคำท้าหรือไม่
PROPQUEST_SCENARIO_INC_002250,I knew you wouldn't back away from this challenge. Please hunt 60 Small Kern and 40 Kern located in Southern Darkon 3.,ฉันรู้ว่าคุณจะไม่หนีจากการท้าทายครั้งนี้ ช่วยล่า 60 Small Kern and 40 Kern ที่ Southern Darkon 3
PROPQUEST_SCENARIO_INC_002251,We must not falter in the face of adversity!,เราต้องไม่ลังเลเมื่อเผชิญหน้ากับความยากลำบาก!
PROPQUEST_SCENARIO_INC_002252,I never doubted your skill for a second!,ฉันไม่เคยรู้มาก่อนเลยว่าคุณมีความสามารถนี้ด้วย
PROPQUEST_SCENARIO_INC_002253,Please go and hunt down the Kern as a test of your own strength.,ช่วยไปไล่ล่า Kern เพื่อเป็นการทดสอบความแข็งแกร่งของคุณ
PROPQUEST_SCENARIO_INC_002254,"Hunt 60 Small Kern and 40 Kern located in Southern Darkon 3, then talk with Fera.",ล่า 60 Small Kern and 40 Kern ที่ Southern Darkon 3 จากนั้นไปคุยกับ Fera
PROPQUEST_SCENARIO_INC_002256,Out of the Oven and into the Fire,ออกจากเตาและเข้าไปในกองไฟ!!
PROPQUEST_SCENARIO_INC_002257,"In order to complete the process required to create a Shard of Enlightenment, we must first acquire an Infernal Stone",เพื่อที่จะทำให้เสร็จขั้นตอนที่จำเป็นในการสร้าง Shard of Enlightenment เราต้องได้รับหิน Infernal ก่อน
PROPQUEST_SCENARIO_INC_002258,Please defeat 30 Captain Kerns and acquire the Infernal Stone which should be located somewhere around them.,โปรดกำจัด 30 Captain Kerns และจะได้รับหิน Infernal ซึ่งมันอยู่รอบ ๆ ตัว
PROPQUEST_SCENARIO_INC_002259,"Great! Once you have acquired the Infernal Stone, take it to Capafe and ask about the next step of the process.",เยี่ยม! เมื่อคุณได้รับหิน Infernal แล้ว ให้นำไปให้ Capafe และถามเกี่ยวกับขั้นตอนต่อไป
PROPQUEST_SCENARIO_INC_002260,"If you wish Sury to return to her original state, this is the only way.",ถ้าคุณต้องการให้ Sury กลับสู่ร่างเดิมของเธอ นี่!! เป็นวิธีเดียวเท่านั้น
PROPQUEST_SCENARIO_INC_002261,I have been waiting for you. I see that you have acquired an Infernal Stone.,ฉันรอคุณอยู่ ฉันเห็นว่าคุณซื้อหิน Infernal แล้ว
PROPQUEST_SCENARIO_INC_002262,"Please hurry, I'm sure Capafe is waiting for us!",ช่วยรีบหน่อยฉันมั่นใจว่า Capafe กำลังรอเราอยู่!
PROPQUEST_SCENARIO_INC_002263,"Hunt 30 Captain Kern, acquire the Infernal Stone, then talk with Capafe.",ล่า 30 Captain Kern เพื่อรับหิน Infernal แล้วคุยกับ Capafe
PROPQUEST_SCENARIO_INC_002265,Stone of Enlightenment,หินแห่งการตรัสรู้
PROPQUEST_SCENARIO_INC_002266,"In order to create a Shard of Enlightenment, we will need to fuse together an Infernal Stone and an Angelic Stone.",เพื่อที่จะสร้าง Shard of Enlightenment เราจะต้องผสม Infernal Stone กับหิน Angelic เข้าด้วยกัน
PROPQUEST_SCENARIO_INC_002267,Please return to Fera and explain to her what it is you need.,โปรดกลับไปหา Fera และบอกให้เธอฟังว่าคุณต้องการอะไร
PROPQUEST_SCENARIO_INC_002268,She will be able to explain in greater detail about how to acquire an Angelic Stone.,เธอสามารถอธิบายรายละเอียดเกี่ยวกับการได้รับหิน Angelic
PROPQUEST_SCENARIO_INC_002269,We could all use your assistance right now…,เราทุกคนต้องการความช่วยเหลือจากคุณเดี๋ยวนี้!!
PROPQUEST_SCENARIO_INC_002270,Ah! You've returned! What did Capafe have to say of the issue?,อ่าา! คุณกลับมาแล้ว! Capafe ได้พูดถึงเรื่องอะไรบ้าง?
PROPQUEST_SCENARIO_INC_002271,Ask Fera about the Angelic Stone.,สอบถาม Fera เกี่ยวกับเรื่องหิน Angelic
PROPQUEST_SCENARIO_INC_002272,,
PROPQUEST_SCENARIO_INC_002274,Look for Angelic Stone,มองหา Angelic Stone
PROPQUEST_SCENARIO_INC_002275,Oh! Of course! It was an Angelic Stone that we require to complete the transmutation!,โอ้วว ! แน่นอน! มันเป็นหิน Angelic ที่เราต้องการเพื่อใช้ในการแปลงร่าง!
PROPQUEST_SCENARIO_INC_002276,You can find Angelic Stones in Southern Darkon 3 near the Captain Glaphans. Will you please defeat them and acquire the stone?,คุณสามารถหาหิน Angelic ใน Southern Darkon 3 ใกล้ๆ กับ Captain Glaphans คุณจะช่วยได้ไหม
PROPQUEST_SCENARIO_INC_002277,"Good! Please defeat 60 Captain Glaphan and acquire the Angelic Stone. Once the stone is in your possession, return to Capafe!",เยี่ยม! ช่วยกำจัด Captain Glaphan จำนวน 60 ตัว และจะได้รับหิน Angelic เมื่อคุณได้รับหิิน ให้คุณกลับไปหา Capafe!
PROPQUEST_SCENARIO_INC_002278,Are you giving up?,คุณยอมแพ้แล้วหรอ?
PROPQUEST_SCENARIO_INC_002279,You have found the Angelic Stone! Now I can create a Shard of Enlightenment by combining both of the stones.,คุณได้พบหิน Angelic แล้ว! ตอนนี้ฉันสามารถสร้าง Shard of Enlightenment ได้ด้วยการรวมหินทั้ง 2 ก้อน
PROPQUEST_SCENARIO_INC_002280,We have no time for idle conversation. Please retrieve the stone!,ไม่มีเวลาว่างที่จะมาคุยหรอกนะ รีบนำหินกลับมา!
PROPQUEST_SCENARIO_INC_002281,"Hunt 60 Captain Glaphans, acquire the Angelic Stone, then take it to Capafe for transmutation.",ล่า Captain Glaphans 60 ตัว แล้วจะได้รับ Angelic Stone จากนั้นนำไปให้ Capafe เพื่อแปลงร่าง
PROPQUEST_SCENARIO_INC_002283,Sury's Realization,การรับรู้ของ Sury
PROPQUEST_SCENARIO_INC_002284,The process of transmutation required to create the Shard of Enlightenment will take just a moment…,กระบวนการที่จำเป็นในการสร้าง Shard of Enlightenment จะใช้เวลาสักครู่
PROPQUEST_SCENARIO_INC_002285,It is finished. Please bring the Shard of Enlightenment to Sury as soon as you can.,เสร็จแล้ว กรุณานำ Shard of Enlightenment ไปให้ Sury ทันทีที่ทำได้
PROPQUEST_SCENARIO_INC_002286,Thank you. This should help bring the clarity to her thoughts that Sury requires.,ขอบคุณ สิ่งนี้จะช่วยนำความชัดเจนมาสู่ความคิดที่ Sury ต้องการ
PROPQUEST_SCENARIO_INC_002287,It would be most unwise to deny this request…,คุณไม่ฉลาดเลยที่ปฏิเสธคำร้องขอครั้งนี้
PROPQUEST_SCENARIO_INC_002288,I see you have returned. What has transpired?,ฉันเห็นคุณกลับมา เกิดอะไรขึ้น?
PROPQUEST_SCENARIO_INC_002289,Please hurry. Sury needs our aid.,ช่วยรีบหน่อย Sury ต้องการความช่วยเหลือจากเรา
PROPQUEST_SCENARIO_INC_002290,Hand the Shard of Enlightenment to Sury.,นำ Shard of Enlightenment ไปให้ Sury
PROPQUEST_SCENARIO_INC_002292,In Safe Hands,อยู่ในมือที่ปลอดภัย
PROPQUEST_SCENARIO_INC_002293,"This Shard, it has made everything so much clearer! I have recovered the part of myself that I lost along the way. I was once Roentel, Hero Billposter…","นี่คือ Shard มันจะทำให้ทุกอย่างชัดเจนมากขึ้น! ฉันได้ฟื้นฟูส่วนหนึ่งของฉันที่ฉันสูญเสียไป ฉันเคยเป็น Roentel, Hero Billposter ..."
PROPQUEST_SCENARIO_INC_002294,I now see the gravity of this situation…the peril that Madrigal is truly in. I understand why Reonan is seeking us out!,ตอนนี้ฉันเห็นสถานการณ์ที่ย่ำแย่ อันตรายกำลังจะเกิดที่ Madrigal ฉันเข้าใจว่าทำไม Reonan กำลังหาทางให้เราออกไปจากเมืองนี้
PROPQUEST_SCENARIO_INC_002295,"First, could you perhaps complete one favor for me? I left my pendant to Capafe before I decided to isolate myself up here on this mountain to train.",ฉันทิ้งจี้ของฉันไว้ที่ Capafe ก่อนที่ฉันจะตัดสินใจแยกตัวออกมาเพื่อฝึกฝนบนภูเขาแห่งนี้
PROPQUEST_SCENARIO_INC_002296,Thank you yet again! Capafe should have the pendant. Go and ask her if she could return it.,ขอบคุณอีกครั้ง! Capafe น่าจะมีจี้ ลองไปถามเธอว่าสามารถทวงจี้คืนมาได้หรือไม่
PROPQUEST_SCENARIO_INC_002297,"This pendant is an important symbol of trust, you must acquire it!",จี้นี้เป็นสัญลักษณ์ที่สำคัญของความไว้ใจ คุณต้องรีบไปเอามันมา
PROPQUEST_SCENARIO_INC_002298,I'm glad to hear that Sury has reached this realization.,ฉันดีใจที่ได้รู้ว่า Sury รู้จักสำนึกแล้ว
PROPQUEST_SCENARIO_INC_002299,Capafe should have the pendant. Go and inquire about it.,Capafe น่าจะมีจี้ ลองไปถามเขาเกี่ยวกับเรื่องนี้
PROPQUEST_SCENARIO_INC_002300,Ask Capafe for Sury's Pendant.,สอบถาม Capafe เกี่ยวกับเรื่องจี้ของ Sury
PROPQUEST_SCENARIO_INC_002302,Reclaiming the Pendant,ทวงจี้กลับคืนมา
PROPQUEST_SCENARIO_INC_002303,"Ahh the Pendant. When Sury left it to me a long time ago, I kept it in a barren desert, untraversed by man.",อ่าาา เรื่องจี้ Sury ไปจากฉันเป็นเวลานานมากแล้ว แต่ฉันก็ยังเก็บมันไว้ในทะเลทรายที่แห้งแล้ง
PROPQUEST_SCENARIO_INC_002304,"Unfortunately at some point, Chimeradons came to discover it and took it for their own. Since then, I have been unable to locate it…",น่าเสียดายที่จะพบ Chimeradons ได้บางจุด ฉันไม่สามารถหาตำแหน่งได้
PROPQUEST_SCENARIO_INC_002305,Could you please find the pendant for me?,คุณช่วยหาจี้ให้ฉันได้ไหม?
PROPQUEST_SCENARIO_INC_002306,Thank you for your assistance. I feel that the pendant is currently being held by a Chimeradon. Please reclaim it from him then show me so I may rest assured it is returned.,ขอบคุณสำหรับความช่วยเหลือ. ฉันรู้สึกว่าจี้อยู่ที่ Chimeradon กรุณาทวงคืนจากเขาแล้วแสดงให้ฉันเห็น ฉันมั่นใจว่าคุณจะกลับมา
PROPQUEST_SCENARIO_INC_002307,Please find the pendant. I feel it is partly my responsibility for the pendants disappearance…,ช่วยค้นหาจี้ที ฉันรู้สึกว่ามันเป็นความรับผิดชอบส่วนหนึ่งของฉัน เพราะฉันทำมันหายไป...
PROPQUEST_SCENARIO_INC_002308,You have returned. I hope you have succeeded in acquiring the pendant.,คุณกลับมาแล้ว! ฉันหวังว่าคุณจะหาจี้ได้สำเร็จนะ
PROPQUEST_SCENARIO_INC_002310,Defeat the Chimeradon and show Capafe the pendant.,กำจัด Chimeradon และนำจี้ไห้ Capafe
PROPQUEST_SCENARIO_INC_002309,The pendant is currently held by a Chimeradon. Go and retrieve it from his undeserving hands!,ขณะนี้จี้อยู่ที่ Chimeradon ไปจำกัดและเอามาจากมัน
PROPQUEST_SCENARIO_INC_002312,To the Real Owner,สู่เจ้าของที่แท้จริง
PROPQUEST_SCENARIO_INC_002313,Thank you. I can now rest assured knowing that the pendant will be returned to its rightful owner.,ขอบคุณมาก ตอนนี้ฉันมั่นใจได้แล้วว่าจี้จะถูกส่งกลับไปยังเจ้าของเดิมอย่างถูกต้อง
PROPQUEST_SCENARIO_INC_002314,"Will you please take the pendant to Sury, I'm sure she is anxious to receive it.",คุณช่วยเอาจี้ไปให้ Sury ที ฉันมั่นใจว่าเธอต้องการมัน
PROPQUEST_SCENARIO_INC_002315,"Hurry over to Sury, I'm sure she is anxious to receive the pendant.",รีบไปหา Sury ฉันมั่นใจว่าเขาต้องการจี้มาก
PROPQUEST_SCENARIO_INC_002316,Please rethink your decision. This pendant is quite important to Sury.,โปรดตัดสินใจให้ดีๆ นะ เพราะจี้นี้สำคัญมากกับ Sury
PROPQUEST_SCENARIO_INC_002317,You have recovered the pendant!,คุณได้จี้กลับคืนมาแล้ว!!!
PROPQUEST_SCENARIO_INC_002318,Take the pendant back to Sury.,นำจี้กลับไปให้ Sury
PROPQUEST_SCENARIO_INC_002319,Deliver the Hero's Pendant to Sury.,ส่งจี้ของฮีโร่กลับไปให้ Sury
PROPQUEST_SCENARIO_INC_002321,Billposter Hero's Pendant,จี้ Bill Poster Hero
PROPQUEST_SCENARIO_INC_002322,"We have very little time. Even as we speak, I can sense the growing darkness around us…",เรามีเวลาน้อยมาก ในขณะที่เราพูด เราสามารถรู้สึกถึงความมืดที่กำลังรายล้อมรอบตัวเรา
PROPQUEST_SCENARIO_INC_002323,Will you bring my pendant to Reonan? Please let him know that the time is now for us to unite.,คุณจะนำจี้ของฉันไปให้ Reonan เหรอ? โปรดแจ้งให้เขาทราบว่าถึงเวลาแล้วที่เราต้องรวมตัวกัน
PROPQUEST_SCENARIO_INC_002324,"Now that you have the pendant, hurry and give it to Reonan!",ตอนนี้คุณมีจี้แล้ว รีบนำไปมอบให้ Reonan!
PROPQUEST_SCENARIO_INC_002325,"Ahh this is Sury's pendant! The time has once again come that we rise to the challenge before us! With allies like you by our side, we will be prepared for challenges Shade presents us with!",อ่า นี่เป็นจี้ของ Sury! เวลาได้มาอีกครั้งที่เราเพิ่มขึ้นเพื่อความท้าทายก่อนที่เรา! กับพันธมิตรเช่นคุณโดยด้านข้างของเรา เราจะเตรียมไว้สำหรับความท้าทาย Shade นำเสนอเราด้วย!
PROPQUEST_SCENARIO_INC_002326,Please take this pendant to Reonan!,กรุณานำจี้นี้ไปให้ Reonan!
PROPQUEST_SCENARIO_INC_002327,Bring the Heroes Pendant to Reonan,นำจี้ Heroes ไปให้ Reonan
PROPQUEST_SCENARIO_INC_002328,Rumble in the Mountains,การสั่นสะเทือนในภูเขา
PROPQUEST_SCENARIO_INC_002329,Strange sounds have been coming from the Leren Mountains. I recall Martinyc once speaking of a myth about creatures that roam deep within the mountain caves.,มีเสียงแปลก ๆ มาจาก Leren Mountains ข้าจำได้ว่าครั้งนึง Martinyc พูดถึงเรื่องเล่าเกี่ยวกับครีเจอร์ที่อาศัยอยู่ในส่วนที่ลึกที่สุดของถ้ำในภูเขา
PROPQUEST_SCENARIO_INC_002330,Could you go check with her to see if she has any information about what could be causing this disturbance?,คุณช่วยไปตรวจสอบกับหล่อนทีได้ไหมว่าเธอรุ้ข้อมูลอะไรบ้าง เกี่ยวกับเหตุผลของสิ่งที่กำลังเกิดขึ้นตอนนี้
PROPQUEST_SCENARIO_INC_002331,Martinyc is likely reading her books as always. Go speak with her to find out more information.,Martinyc น่าจะอ่านหนังสือของเธอเหมือนปรกติ ไปลองคุยหาข้อมูลดูกับเธอดูละกัน
PROPQUEST_SCENARIO_INC_002332,Leren Mountains is a dangerous place. I do not blame you for wanting to stay within the safety of Flarine.,Leren Mountains เป็นสถานที่อันตราย ข้าไม่โทษเจ้าหรอกที่เจ้าอยากจะอยู่ในสถานที่ปลอดภัยแบบ Flarine น่ะ
PROPQUEST_SCENARIO_INC_002333,Oh... the Mayor sent you! And he says that there has been a disturbance in the Leren Mountains...,โอ้ นายกเทศมนตรีส่งเจ้ามา! และเขาบอกว่ามีเหตุวุ่นวายเกิดขึ้นที่ Leren Mountains...
PROPQUEST_SCENARIO_INC_002334,Seek out Martinyc for information on the rumblings of Leren Mountains.,ไปหา Martinyc เพื่อหาข้อมูลเกี่ยวกับเหตุสั่นสะเทือนที่ Leren Mountains
PROPQUEST_SCENARIO_INC_002335,Meet with Martinyc.,พบกับ Martinyc
PROPQUEST_SCENARIO_INC_002336,Demian Deviants,Demian Deviants
PROPQUEST_SCENARIO_INC_002337,I once had a book that contains legends of the beasts that live within the caves of the Leren Mountains... but it was stolen by a pack of Demians during my research.,ข้าเคยมีหนังสือที่บันทึกตำนานเกี่ยวกับสัตว์ที่อาศัยอยู่ในถ้ำที่ Leren Mountains.. แต่มันถูกขโมยไปโดยกลุ่มของ Demians ในระหว่างข้ากำลังค้นคว้า
PROPQUEST_SCENARIO_INC_002338,If you return my book to me I may be able to help.,ถ้าเจ้าไปหาหนังสือมาคืนให้ฉันได้ ฉันอาจจะช่วยเจ้าได้นะ
PROPQUEST_SCENARIO_INC_002339,I have a feeling that the Demians still have my book of legends. Search for my book in Madren Town. You may have to get your hands a bit dirty...,ฉันคิดว่า Demians ยังคงมีหนังสือของข้าอยู่ ลองหาหนังสือดูใน Madren Town เจ้าอาจจะต้องยอมมือสกปรกหน่อยนะ
PROPQUEST_SCENARIO_INC_002340,Madren Town is no place for commoners to travel. I could never expect you to risk your life for my book. Thank you for listening to me anyway.,Madren Town ไม่ใช่สถานที่ที่คนทั่วไปจะเดินทางไป ข้าไม่เคยนึกว่าเจ้าจะเสี่ยงชีวิตเพื่อหนังสือของข้า ขอบคุณมากที่ฟังเรื่องราวของข้านะ
PROPQUEST_SCENARIO_INC_002341,"You found my book, thank you so much! Now to find the legend of the Leren Chasm...",เจ้าเจอหนังสือของข้า ขอบคุณเจ้ามาก! เอาล่ะได้เวลามาค้นหาตำนานแห่ง Leren Chasm กันแล้ว
PROPQUEST_SCENARIO_INC_002342,Please find my book! I'm positive it is still in Madren Town.,โปรดหาหนังสือมาให้ข้า! ข้าแน่ใจว่ามันยังอยู่ใน Madren Town
PROPQUEST_SCENARIO_INC_002343,"Kill 15 Demian and find the Legend of Leren Mountains, then return to Martinyc.",กำจัด 15 Demian และหาหนังสือ Legend of Leren Mountains มา จากนั้นก็กลับไปหา Martinyc
PROPQUEST_SCENARIO_INC_002344,Magic Mushrooms,Magic Mushrooms
PROPQUEST_SCENARIO_INC_002345,Within this book lies the secrets to the distubances in the Leren Mountains... ,ในหนังสือนี้มีความลับของความวุ่นวายที่เกิดขึ้นใน Leren Mountains...
PROPQUEST_SCENARIO_INC_002346,The legend states that long ago packs of trolls ruled the creatures that made the Leren Mountains their home. ,ตำนานกล่าวไว้ว่า นานมาแล้วพวก Troll ได้ปกครองเหล่ามอนสเตอร์ทั้งหลายและทำให้ Leren Mountain กลายเป็นบ้านชองพวกมัน 
PROPQUEST_SCENARIO_INC_002347,"Through disease, famine, and bickering betweeen Masquerpets, the trolls retreated from the Leren Mountains into the caves.",เนื่องจากโรคระบาด ความอดยาก และความขัดแย้งของพวก Masquerpets พวก Troll เลยล่าถอยจาก Leren Mountains ลงไปยังถ้ำแทน
PROPQUEST_SCENARIO_INC_002348,"The caves were said to contain magical mushrooms that could prolong the life of those who ate them, and it is said that the trolls who once lived in the cave may still live there, in the darkness.",ว่ากันว่าในถ้ำมี magical mushroom ที่จะทำให้คนที่กินมาอายุยืนยาว และนอกจากนั้นยังพูดกันอีกว่าพวก Troll นั้นยังคงอาศัยกันอยู่ในถ้ำ ท่ามกลางความมืดเหล่านั้น
PROPQUEST_SCENARIO_INC_002349,Perhaps a sample of the local fungi could hold some clues...,บางทีพวกเห็ดแถวนั้นอาจจะมีเบาะแสอะไรให้บ้าง...
PROPQUEST_SCENARIO_INC_002350,"A Lord Mushpang roams just north of Eastern Flarine... Bring a sample of the giant mushroom to the cook Sotta, who can tell you more about the magical properties of Flaris fungi.","A Lord Mushpang roams just north of Eastern Flarine... Bring a sample of the giant mushroom to the cook Sotta, who can tell you more about the magical properties of Flaris fungi."
PROPQUEST_SCENARIO_INC_002351,Oh... are you allergic to mushrooms!? Nevermind... perhaps we can find another person for the job.,โอ้ เจ้าแพ้เห็ดเหรอ? ไม่เป็นไร บางทีคนอื่นอาจจะทำงานนี้ให้ข้าได้
PROPQUEST_SCENARIO_INC_002352,"Ah, Flaris fungi! The mushrooms of Flaris have always been said to have magical properties...",โอ้ Flaris fungi! เห็ดแห่ง Flaris ที่ถูกพูดถึงอยู่เสมอว่ามันมีคุณสมบัติของเวทมนต์
PROPQUEST_SCENARIO_INC_002353,Collect a sample of the Lord Mushpang and deliver it to Sotta.,Collect a sample of the Lord Mushpang and deliver it to Sotta.
PROPQUEST_SCENARIO_INC_002354,Collect a sample of Flaris Fungi from a Lord Mushpang.,Collect a sample of Flaris Fungi from a Lord Mushpang.
PROPQUEST_SCENARIO_INC_002355,Fun with Fungi,สนุกไปกับเชื้อรา
PROPQUEST_SCENARIO_INC_002356,Cooking with Flaris fungi brings out the properties of vitality in a dish...,ปรุงด้วย Flaris fungi เป็นการนำพลังแห่งชีวิตมาสู่จานอาหาร
PROPQUEST_SCENARIO_INC_002357,It is not hard to believe that a Masquerpet may be able to extend its life by eating the magical fungi.,มันไม่น่าแปลกใจอะไรที่ Masquerpet จะมีชีวิตยืนยาวได้ด้วยการกิน magical fungi
PROPQUEST_SCENARIO_INC_002358,"I am a seasoned cook, but Marche knows more about the magic of Madrigal.",ข้อคือพ่อครัวผู้ช่ำชอง แต่ Marche รู้มากกว่าเกียวกับเวทย์มนต์ของ Madrigal
PROPQUEST_SCENARIO_INC_002359,Marche has always been an expert on the magical properties of the plant life in the region... Go speak with Marche to learn more about the magic within the Flaris fungi.,Marche เป็นผู้เชี่ยวชาญเกี่ยวกับคุณสมบัติทางเวทย์ของพืชในเขตนี้ ลองไปคุยกับกับ Marche เพื่อหาข้อมูลเพิ่มเติมเกี่ยวกับเวทย์มนต์ใน Flaris fungi
PROPQUEST_SCENARIO_INC_002360,"Magic is powerful, and sometimes scary. I understand if you do not want to speak to Marche.",เวทย์มนต์นั้นทรงพลัง บางครั้งก็น่ากลัว ข้าเข้าใจถ้าเจ้าไม่อยากจะไปคุยกับ Marche
PROPQUEST_SCENARIO_INC_002361,"Oh, hello! So Sotta sent you to me. I wonder if you are prepared to seek out the magic behind these mushrooms...",โอ้ สวัสดี Sotta ส่งเจ้ามาหาข้าสินะ ข้าสงสัยจริงว่าเจ้าพร้อมรึยังสำหรับการหาเวทมนต์ที่ซ่อนอยู่ของเจ้าเห็ดพวกนี้
PROPQUEST_SCENARIO_INC_002362,Speak to Marche to learn more about the magic of Flaris fungi.,คุยกับ Marche เพื่อเรียนรู้เพิ่มเติมเกี่ยวกับเวทย์มนต์ของ Flaris fungi
PROPQUEST_SCENARIO_INC_002363,Meet with Marche.,พบกับ Marche
PROPQUEST_SCENARIO_INC_002364,The Mystery of Leren Chasm Part 2,The Mystery of Leren Chasm Part 2
PROPQUEST_SCENARIO_INC_002365,Magic in the Air,Magic in the Air
PROPQUEST_SCENARIO_INC_002366,"Hmm... well, I believe the magical properties of these mushrooms originally came from spores that fall from the wings of Mothbees.",อืมมม เอาล่ะข้าเชื่อว่าคุณสมบัติเวทมนต์ของพวกเห็ดพวกนี้มาจากสปอร์ที่หล่นมาจากปีกของ Mothbees
PROPQUEST_SCENARIO_INC_002367,With a sample of Mothbee Spores I may be able to recreate the potent vitality mushrooms that may have allowed a troll to live much longer than normal...,แค่ตัวอย่างของ Mothbee Spores ข้าอาจจะสามารถจำลองและสร้างเห็ดแห่งพลังชีวิตที่ทำให้พวก Troll สามารถมีชีวิตยืนยาวมากกว่าปรกติได้
PROPQUEST_SCENARIO_INC_002368,"The wings of Mothbees shed spores constantly. Please, go defeat the Mothbees flying above Flaris, and bring me a sample of the spores!",ปีกของ Mothbee มีสปอร์หลุดออกมาเรื่อย ๆ ได้โปรดไปกำจัดMothbees ที่บินอยู่เหนื่อ Flaris และนำตัวอย่างสปอร์มาให้ข้า
PROPQUEST_SCENARIO_INC_002369,"Mothbees can be vicious creatures. If you don't want to get knocked off your broom, it is best if you leave them alone.",Mothbees อาจจะเป็นสัตว์ร้ายที่น่ากลัว ถ้าเจ้าไม่อยากจะถูกตีให้ตกลงมาจากไม้กวาดแล้วละก็ อย่าไปยุ่งกับมันจะดีกว่านะ
PROPQUEST_SCENARIO_INC_002370,"Ah, you found the spores! I should be able to concoct something from these...",อ้า...เจ้าเจอสปอร์แล้วสินะ ข้าสามารถปรุงบางอย่างจากสิ่งนี้ได้
PROPQUEST_SCENARIO_INC_002371,"Collect a sampling of Mothbee Spore, and bring them back to me.",ไปเก็บตัวอย่างของ Mothbee Spore มาแล้วนำกลับมาให้ฉัน
PROPQUEST_SCENARIO_INC_002372,Collect 10 Mothbee Spore and bring them to Marche.,เก็บ 10 Mothbee Spore และนำมาให้ Marche
PROPQUEST_SCENARIO_INC_002373,Sage Advice,Sage Advice
PROPQUEST_SCENARIO_INC_002374,I feel we are getting close to solving the mystery behind the magic mushrooms in Flaris...,ข้ารู้สึกได้เลยว่าเราใกล้จะไขปริศนาลึกลับของ magic mushrooms ใน Flaris ได้แล้ว
