Key,English,German
PROPQUEST_SCENARIO_INC_002022,"Yes, Cell is his name. You should be able to find him North of this location. Ask him to grind the Steel Pieces for you.","Ja, Cell ist sein Name. Ihr solltet ihn nördlich von diesem Ort finden können. Bitte ihn, die Steel Pieces für dich zu schleifen."
PROPQUEST_SCENARIO_INC_002023,Seek out Cell and ask him to grind the Steel Pieces.,Gehe zu Cell und besorge Steel Pieces.
PROPQUEST_SCENARIO_INC_002025,Breaking the Curse (4),Den Fluch brechen (4).
PROPQUEST_SCENARIO_INC_002026,"Ahh so you need me to grind these Steel Pieces you say? Piece of cake, just give me a moment.","Ich soll also diese Stahlstücke schleifen, sagst du? Das ist ein Kinderspiel, gib mir nur einen Moment."
PROPQUEST_SCENARIO_INC_002027,All finished! Here you go. The machinery in Darkon is the best in all of Madrigal! Tell your friends about our services!,Alles fertig! Bitte sehr. Die Maschinen in Darkon sind die besten in ganz Madrigal! Erzählen Sie Ihren Freunden von unseren Dienstleistungen!
PROPQUEST_SCENARIO_INC_002028,Well hurry on now! You obviously have something important that you require the Steel Powder for!,"Dann beeilen Sie sich jetzt! Du hast offensichtlich etwas Wichtiges, für das du das Stahlpulver benötigst!"
PROPQUEST_SCENARIO_INC_002029,"Well, that is a little ungrateful! And to think I did this all free of charge!","Nun, das ist ein wenig undankbar! Und wenn man bedenkt, dass ich das alles umsonst gemacht habe!"
PROPQUEST_SCENARIO_INC_002030,Aha! Now this is some finely ground Steel Powder!,"Aha, das ist also fein gemahlenes Stahlpulver!"
PROPQUEST_SCENARIO_INC_002031,I must get back to work now! Hurry along!,Ich muss jetzt wieder an die Arbeit gehen! Beeilt euch!
PROPQUEST_SCENARIO_INC_002032,Bring the Steel Powder Cell has given you back to Reodos.,"Bringe das Steel Powder, das Cell dir gegeben hat, zurück zu Reodos."
PROPQUEST_SCENARIO_INC_002034,The Flower that Time Forgot,"Die Blume, die die Zeit vergaß"
PROPQUEST_SCENARIO_INC_002035,I almost have all the ingredients! The piece de resistance is a mysterious ingredient known as the Time Lapse Flower.,"Ich habe fast alle Zutaten! Der Clou ist eine geheimnisvolle Zutat, die als Time Lapse Flower bekannt ist."
PROPQUEST_SCENARIO_INC_002036,Time Lapse Flowers can be found only around Mars Mine dungeon entrance. The entrance is located at the most Northern part of the Flaris continent.,Time Return Flower findet man am Eingang von Mars Mine.
PROPQUEST_SCENARIO_INC_002037,Awesome! No worries! You don't have to enter the dungeon per se. The flower should simply be near it!,Fantastisch! Keine Angst! Ihr müsst die Mine an sich nicht betreten. Die Blume sollte einfach in der Nähe sein!
PROPQUEST_SCENARIO_INC_002038,"Haha, nice joke. You are quite the kidder you know that!","Haha, netter Scherz. Du bist ein ziemlicher Witzbold, weißt du das?"
PROPQUEST_SCENARIO_INC_002039,Finally! Finally! Finally! Please hand it over quickly so I can make the potion!,"Endlich! Endlich! Endlich! Bitte gib es mir schnell, damit ich den Trank machen kann!"
PROPQUEST_SCENARIO_INC_002040,The Time Lapse Flower should be found near the entrance to Mars Mine. Please go collect it!,"Sammle eine Time Lapse Flower, die nur in der Nähe des Eingangs zur Mars Mine blüht."
PROPQUEST_SCENARIO_INC_002041,Collect a Time Lapse Flower which only blooms near the entrance to Mars Mine.,"Sammle eine Time Lapse Flower, die nur in der Nähe des Eingangs zur Mars Mine blüht."
PROPQUEST_SCENARIO_INC_002043,The Pendant of Reodos,Der Anhänger von Reodos
PROPQUEST_SCENARIO_INC_002044,"Ahh, so I guess I should express my gratitude to you! The potion will take a little time to mix so I guess I will hang out here a little longer.","Ahh, dann sollte ich dir wohl meine Dankbarkeit ausdrücken! Der Zaubertrank braucht ein wenig Zeit zum Mischen, also werde ich wohl noch ein wenig länger hier bleiben."
PROPQUEST_SCENARIO_INC_002045,"While the potion mixes, here, take this. This is a pendant to symbolize my unwavering participation in whatever is to come. Please take it to Reonan and let him know we will meet soon enough!","Während sich der Trank mischt, nimm das hier. Dies ist ein Anhänger, der meine unerschütterliche Teilnahme an allem, was kommen wird, symbolisieren soll. Bitte bring ihn zu Reonan und lass ihn wissen, dass wir uns früh genug treffen werden!"
PROPQUEST_SCENARIO_INC_002046,Good! Then go to Reonan. I will soon recover my original body and meet up with the rest of the original crew!,Sehr gut! Dann geh nach Reonan. Ich werde bald meinen ursprünglichen Körper wiedererlangen und mich mit dem Rest der ursprünglichen Mannschaft treffen!
PROPQUEST_SCENARIO_INC_002047,Err… well in that case you must have some more urgent matters to attend to? Please take the pendant to Reonan soon.,"Äh... nun, in diesem Fall müsst ihr euch um dringendere Angelegenheiten kümmern? Bitte bringen Sie den Anhänger bald zu Reonan."
PROPQUEST_SCENARIO_INC_002048,"There you are! Unfortunately, I'm glad to see you but unable to talk at the moment. Take this time to reach level 60 then return to me.","Da sind Sie ja! Leider bin ich froh, dich zu sehen, aber im Moment nicht in der Lage zu sprechen. Nimm dir die Zeit, Stufe 60 zu erreichen, und komm dann zu mir zurück."
PROPQUEST_SCENARIO_INC_002049,Hurry quickly back to Reonan with the pendant!,Eile mit dem Anhänger schnell zurück zu Reonan!
PROPQUEST_SCENARIO_INC_002050,Deliver the pendant from Reodos to Reonan.,Liefere den Anhänger von Reodos bei Reonan ab.
PROPQUEST_SCENARIO_INC_002132,Returning Home in Glory,Ruhmreiche Rückkehr.
PROPQUEST_SCENARIO_INC_002133,"Oh, Reonan said to return to Flarine after you had completed your duties here. Do not fret about us any longer. Go see Reonan!","Oh, Reonan hat gesagt, du sollst nach Flaris zurückkehren, nachdem du deine Pflichten hier erfüllt hast. Mach dir keine Sorgen mehr um uns. Geh zu Reonan!"
PROPQUEST_SCENARIO_INC_002134,"Thank you for your efforts in Saint City. Your name will be forever praised here. Now, hurry on your way!",Ich danke Dir für Deinen Einsatz in Saint City. Dein Name wird hier für immer gepriesen werden. Und jetzt beeile dich auf deinem Weg!
PROPQUEST_SCENARIO_INC_002135,"Eh? You don't want to go back? Then, plese feel free to join the illustrious ranks of our tourist industry!",Was? Sie wollen nicht zurückkehren? Dann können Sie sich gerne in die illustrierten Reihen unserer Tourismusindustrie einreihen!
PROPQUEST_SCENARIO_INC_002136,"I heard of your remarkable activities at Saint City from the Mayor! I have another mission for you... but it's too early right now. Reach level 40, then I will give you the next mission.","Ich habe vom Bürgermeister von Euren bemerkenswerten Aktivitäten in Saint City gehört! Ich habe eine weitere Mission für Euch... aber es ist noch zu früh. Erreiche Level 40, dann werde ich dir die nächste Mission geben."
PROPQUEST_SCENARIO_INC_002137,Reonan is waiting for you in Flaris.,Reonan wartet auf euch in Flaris.
PROPQUEST_SCENARIO_INC_002138,Go to Reonan after reaching level 40.,Gehe zu Reonan nachdem du Level 40 erreicht hast.
PROPQUEST_SCENARIO_INC_001967,Chapter 4 Turbulent World,Kapitel 4 Turbulente Welt
PROPQUEST_SCENARIO_INC_001833,In a way this is good for them. The citizens of Darken needed to become more self-efficient. I know they will be fine without me. There is another issue that has come up.,"In gewisser Weise ist das gut für sie. Die Bürger von Darken müssen selbständiger werden. Ich weiß, dass sie auch ohne mich zurechtkommen werden. Es gibt noch ein weiteres Problem, das aufgetaucht ist."
PROPQUEST_SCENARIO_INC_001834,"When we finished the war, aside from my sister's ring, I also threw my pendant somewhere in Darkon 3. I was so convinced I would never need it again…","Als wir den Krieg beendeten, warf ich neben dem Ring meiner Schwester auch meinen Anhänger irgendwo in Darkon 3 weg. Ich war so überzeugt, dass ich ihn nie wieder brauchen würde..."
PROPQUEST_SCENARIO_INC_001835,Could you please find it for me? I know it is asking much of you. It is important that I regain possession of it though and present it to Reonan.,"Könnten Sie sie bitte für mich finden? Ich weiß, dass das zu viel von dir verlangt ist. Es ist aber wichtig, dass ich sie wieder in meinen Besitz bekomme und sie Reonan überreichen kann."
PROPQUEST_SCENARIO_INC_001836,"Thank you. I feel that if anything, a Nautrepy has the pendant. They tend to seek out shiny objects. Please locate them in the Eastern forests of Darkon 3. Please retrieve it.","Ich danke Ihnen. Ich glaube, wenn überhaupt, dann hat ein Nautrepy den Anhänger. Sie neigen dazu, glänzende Objekte zu suchen. Bitte lokalisiert sie in den östlichen Wäldern von Darkon 3. Bitte holt ihn zurück."
PROPQUEST_SCENARIO_INC_001837,It is imperative that you retrieve this pendant and get it to Reonan!,Sie müssen diesen Anhänger unbedingt wiederfinden und ihn zu Reonan bringen!
PROPQUEST_SCENARIO_INC_001838,Oh you found it! Thank you so much!,"Oh, Du hast es gefunden! Ich danke Dir so sehr!"
PROPQUEST_SCENARIO_INC_001839,A Nautrepy must have taken the pendant. Please go and check the Eastern forests of Darkon 3!,Ein Nautrepy muss den Anhänger gestohlen haben. Bitte geh und suche in den östlichen Wäldern von Darkon 3!
PROPQUEST_SCENARIO_INC_001840,Recover the Hero's Pendant from Nautrepy and return it to Elaine.,Holen Sie sich den Anhänger des Helden von Nautrepy und geben Sie ihn Elaine zurück.
PROPQUEST_SCENARIO_INC_001842,Zoro's Pendant,Zoros Anhänger.
PROPQUEST_SCENARIO_INC_001843,Please take this pendant to Reonan. This will serve as a symbol of my unyielding devotion to our cause…,Bitte bringen Sie diesen Anhänger zu Reonan. Er wird als Symbol für meine unnachgiebige Hingabe an unsere Sache dienen...
PROPQUEST_SCENARIO_INC_001844,"Oh! You have yet to collect Zoro's pendant! Go and retrieve it from him as well! Once you have done this, please take them both to Reonan.","Oh! Du musst noch den Anhänger von Zoro einsammeln! Geht und holt ihn euch auch von ihm! Sobald du das getan hast, bringst du sie bitte beide zu Reonan."
PROPQUEST_SCENARIO_INC_001845,"Zoro is waiting! Please go and gather his pendant as well. I'm sure once you show him mine, he will gladly hand it over.","Zoro wartet! Bitte geh und hole auch seinen Anhänger. Ich bin sicher, wenn du ihm meinen zeigst, wird er ihn dir gerne geben."
PROPQUEST_SCENARIO_INC_001846,"Please, we must get the pendants to Reonan to let him know we are ready to fight side by side!","Bitte, wir müssen die Anhänger zu Reonan bringen, um ihn wissen zu lassen, dass wir bereit sind, Seite an Seite zu kämpfen!"
PROPQUEST_SCENARIO_INC_001847,Oh Oh! That is Elaine's pendant! So I see you were able to get him to reconsider?,"Oh, oh! Das ist der Anhänger von Elaine! Wie ich sehe, konntest du ihn dazu bringen, es sich anders zu überlegen?"
PROPQUEST_SCENARIO_INC_001848,Hurry! I'm sure Zoro is waiting!,"Beeil dich! Ich bin sicher, Zoro wartet schon!"
PROPQUEST_SCENARIO_INC_001849,Retrieve Zoro's Pendant.,Holen Sie Zoros Anhänger zurück.
PROPQUEST_SCENARIO_INC_001851,United We Stand,Wir sind vereint
PROPQUEST_SCENARIO_INC_001852,"Hah! I never thought Elaine would change his mind so easily. This pendant here, well, it definitely shows that he means business!","Hah! Ich hätte nie gedacht, dass Elaine seine Meinung so schnell ändern würde. Dieser Anhänger hier zeigt, dass er es ernst meint!"
PROPQUEST_SCENARIO_INC_001853,"I'm glad to see that the old Elaine has returned! Here, take my pendant as well! Now take them to Reonan and let him know we are ready to stand united!","Ich freue mich, dass die alte Elaine wieder da ist! Hier, nimm auch meinen Anhänger! Bringt sie jetzt zu Reonan und sagt ihm, dass wir bereit sind, uns zu vereinen!"
PROPQUEST_SCENARIO_INC_001854,Head back to Reonan with the pendants!,Geht mit den Anhängern zurück nach Reonan!
PROPQUEST_SCENARIO_INC_001855,"Well, whatever you wish, but I don't think we have much time to mess around!","Nun, was auch immer du wünschst, aber ich glaube nicht, dass wir viel Zeit haben, um herumzualbern!"
PROPQUEST_SCENARIO_INC_001856,Oh! I see you have returned! You come bearing good news I hope?,"Oh! Ich sehe, Du bist zurückgekehrt! Du kommst mit guten Nachrichten, hoffe ich?"
PROPQUEST_SCENARIO_INC_001857,"You have both of the pendants, now go see Reonan!","Du hast beide Anhänger, jetzt geh zu Reonan!"
PROPQUEST_SCENARIO_INC_001858,Take Elaine and Zoro's Pendants to Reonan,Bring Elaine und Zoros Anhänger zu Reonan
PROPQUEST_SCENARIO_INC_001860,Gathering of Heroes,Versammlung der Helden
PROPQUEST_SCENARIO_INC_001861,"Two more pendants!? Ah Elaine and Zoro. It's been awhile… Thought I might never see them again… Knowing they stand by my side, I feel a renewed sense of determination!","Zwei weitere Anhänger!? Ah, Elaine und Zoro. Es ist schon eine Weile her... Ich dachte, ich würde sie nie wieder sehen... Zu wissen, dass sie an meiner Seite stehen, gibt mir ein neues Gefühl der Entschlossenheit!"
PROPQUEST_SCENARIO_INC_001862,"Now 6 heroes are gathered! I, Handel, Hael, Reodos, Zoro, Elaine are gathered. We just need to find the last 2! Before this, I feel it is time for you to hone in on your own skills!","Jetzt sind 6 Helden versammelt! Ich, Händel, Hael, Reodos, Zoro und Elaine sind versammelt. Wir müssen nur noch die letzten 2 finden! Vorher ist es an der Zeit, dass Du an Deinen eigenen Fähigkeiten feilst!"
PROPQUEST_SCENARIO_INC_001863,"We will need the assistance of warriors like yourself! But, you still have plenty of room to grow! Are you ready to further ascend your path to glory?","Wir werden die Unterstützung von Kriegern wie dir brauchen! Aber du hast noch viel Raum zum Wachsen! Bist du bereit, deinen Weg zum Ruhm weiter zu beschreiten?"
PROPQUEST_SCENARIO_INC_001864,"Please train to level 70, then talk with Reodos!",Bitte trainiere bis Level 70 und sprich dann mit Reodos!
PROPQUEST_SCENARIO_INC_001865,Real champions are born by pushing one's own skill to the limit. I know you have it in you to overcome the odds…,"Echte Champions werden geboren, indem man seine eigenen Fähigkeiten bis an die Grenzen ausreizt. Ich weiß, dass du es in dir hast, die Widrigkeiten zu überwinden..."
PROPQUEST_SCENARIO_INC_001866,Oh! Impressive! You have grown quite a bit stronger since we last met!,Oh! Beeindruckend! Du bist seit unserem letzten Treffen ein ganzes Stück stärker geworden!
PROPQUEST_SCENARIO_INC_001867,"After reaching level 70, talk with Reodos","Nachdem du Level 70 erreicht hast, sprich mit Reodos."
PROPQUEST_SCENARIO_INC_001868,"Reach level 70, then meet with Reodos.",Erreiche Stufe 70 und triff dich dann mit Reodos.
PROPQUEST_SCENARIO_INC_001870,Hungry Hungry Dwarpets,Hungrige Dwarpets
PROPQUEST_SCENARIO_INC_001871,"Oh! Haha, why I haven't changed yet you ask? I'm not entirely sure. I feel that the curse should have let up by now…","Oh! Haha, Sie fragen sich, warum ich mich noch nicht umgezogen habe? Ich bin mir nicht ganz sicher. Ich habe das Gefühl, dass der Fluch inzwischen nachgelassen haben sollte..."
PROPQUEST_SCENARIO_INC_001872,"I do know someone who may be of assistance. His name is Rankashu, a descendent of Shamanistic Dwarpets who have lived in Darkon longer than man.","Ich kenne jemanden, der uns vielleicht helfen kann. Sein Name ist Rankashu, ein Nachkomme der schamanistischen Dwarpets, die schon länger in Darkon leben als die Menschen."
PROPQUEST_SCENARIO_INC_001873,He might have some useful information pertaining to this curse and what else I need to do! Will you seek him out for me?,"Er könnte nützliche Informationen über diesen Fluch haben und darüber, was ich sonst noch tun muss! Wirst du ihn für mich aufsuchen?"
PROPQUEST_SCENARIO_INC_001874,"OH! OH! Thank you! I know that Rankashu can't resist Syliaca Fillet and Greemong Jelly. I'm sure if you brought some of these, he'd spill whatever information you wanted!","OH! OH! Ich danke dir! Ich weiß, dass Rankashu Syliaca-Filet und Greemong-Gelee nicht widerstehen kann. Ich bin sicher, wenn du ihm etwas davon mitbringst, wird er dir alles erzählen, was du willst!"
PROPQUEST_SCENARIO_INC_001875,"Hmph! Well, you could be missing out on a chance to not only help me, but possibly learn of the location of the other 2 heroes as well!","Hmpf! Nun, du könntest dir die Chance entgehen lassen, nicht nur mir zu helfen, sondern vielleicht auch den Aufenthaltsort der anderen beiden Helden zu erfahren!"
PROPQUEST_SCENARIO_INC_001876,"Well helloooo there! *sniffs* Is that Syliaca fillets and Greemong Jelly I smell? Oh! Well, of course there WOULD be a request first. Free food, HAH!","Hallöchen! *schnüffelt* Rieche ich da etwa Syliaca-Filets und Greemong-Gelee? Oh! Nun, natürlich WÜRDE es zuerst eine Bitte geben. Kostenloses Essen, HAH!"
PROPQUEST_SCENARIO_INC_001877,Have you gathered the Syliaca fish and Greemong Jelly? You can find them by killing both Syliaca fish and Greemongs,"Hast du die Syliaca-Fische und das Greemong-Gelee gesammelt? Du kannst sie finden, indem du sowohl Syliaca-Fische als auch Greemongs tötest"
PROPQUEST_SCENARIO_INC_001878,"Collect 5 Syliaca Fillet and 5 Greemong Jelly, then bring them to Rankashu in the Western region of Darkon 1.","Sammel 5 Syliaca Fish und 5 Greemog Jelly, gehe dann zu Rankashu in der westlichen Region von Darkon 1."
PROPQUEST_SCENARIO_INC_001880,Catalyst to the Curse,Katalysator für den Fluch
PROPQUEST_SCENARIO_INC_001881,Ahh so the curse was not released yet? The curse WAS in his body a long time… We need a powerful catalyst to speed up the process. 10 Boo Petals should do the trick!,"Ah, der Fluch wurde also noch nicht gelöst?? Der Fluch war schon lange in seinem Körper... Wir brauchen einen starken Katalysator, um den Prozess zu beschleunigen. 10 Boo Petals sollten ausreichen!"
PROPQUEST_SCENARIO_INC_001882,"Another question? 8 Heroes huh? Well, I did see a strange looking woman enter this dungeon alone several days ago. Not sure if that will help or not!","Noch eine Frage? 8 Helden, was? Nun, ich habe vor ein paar Tagen eine seltsam aussehende Frau gesehen, die diese Mine alleine betreten hat. Ich bin mir nicht sicher, ob das hilfreich ist oder nicht!"
PROPQUEST_SCENARIO_INC_001883,Anyway! I told you what you need to know. Will you go get the petals now and let me eat in peace?,"Wie auch immer! Ich habe dir gesagt, was du wissen musst. Holst du jetzt die Petals und lässt mich in Ruhe essen?"
PROPQUEST_SCENARIO_INC_001884,"Yes Yes, acquire 10 Boo Petals from the Boos in the forests of Darkon 3. This should take care of your problem!","Ja Ja, sammle 10 Boo Petals von den Boos in den Wäldern von Darkon 3. Damit sollte das Problem gelöst sein!"
PROPQUEST_SCENARIO_INC_001885,Ahh! Can't you see I'm trying to eat. Please don't disturb me right now!!,"Ahh! Siehst du nicht, dass ich versuche zu essen? Bitte störe mich jetzt nicht!!"
PROPQUEST_SCENARIO_INC_001886,Aha! I knew Rankashu would spill the information for an easy meal. So these leaves will speed up the process you say?,"Aha! Ich wusste, dass Rankashu die Informationen für eine einfache Mahlzeit weitergeben würde. Diese Blätter beschleunigen also den Prozess, sagst du?"
PROPQUEST_SCENARIO_INC_001887,I am eating now. I said 10 Boo Petals!,Ich esse gerade. Ich sagte 10 Boo Petals!
PROPQUEST_SCENARIO_INC_001888,"Collect 10 Boo Petal, then bring them to Reodos","Kehre zurück zu Reodos, nachdem du 10 Boo Petal gesammelt hast."
PROPQUEST_SCENARIO_INC_001890,Carrierbomb Commotion,Carrierbomb Aufruhr
PROPQUEST_SCENARIO_INC_001891,"Well, here's to hoping! Hmm, Rankashu mentioned something about a strange woman. I wonder who it could be... ","Nun, wir wollen es hoffen! Hmm, Rankashu erwähnte etwas von einer seltsamen Frau. Ich frage mich, wer das sein könnte... "
PROPQUEST_SCENARIO_INC_001892,I'm trying to think who this strange woman could be!! In the meantime could you please go kill some Carrierbombs and then return to Rankashu!! I need more time to think!,"Ich überlege gerade, wer diese seltsame Frau sein könnte!! Könntest du in der Zwischenzeit bitte ein paar Carrierbombs töten und dann nach Rankashu zurückkehren?! Ich brauche mehr Zeit zum Nachdenken!"
PROPQUEST_SCENARIO_INC_001893,Thank you thank you thank you!! Go kill 20 Small Carrierbombs & 15 Carrierbombs then return to Rankashu!,"Danke, ich wusste, dass du mir hilfst. Töte 20 Small Carrierbombs & 15 Carrierbombs und besuche dann Rankashu."
PROPQUEST_SCENARIO_INC_001894,Oh how am I ever supposed to concentrate with these stupid Carrierbombs making a racket!!!,"Wie soll ich mich jemals konzentrieren, wenn diese blöden Carrierbombs so einen Krach machen!!!"
PROPQUEST_SCENARIO_INC_001895,Eh? You're here again? Do you want to know about the woman?,Eh? Du bist schon wieder hier? Willst du etwas über die Frau wissen?
PROPQUEST_SCENARIO_INC_001896,Not yet? Kill the Carrierbombs quickly and go to Rankashu!,Noch nicht? Töte die Carrierbombs schnell und geh zu Rankashu!
PROPQUEST_SCENARIO_INC_001897,Kill 20 Small Carrierbombs & 15 Carrierbombs and return to Rankashu.,Töte 20 Carrierbombs & 15 Carrierbombs und suche Rankashu auf.
PROPQUEST_SCENARIO_INC_001898,,
PROPQUEST_SCENARIO_INC_001899,The Dungeon Code,Der Minen Code
PROPQUEST_SCENARIO_INC_001900,"Well fine fine! Guess I did finish eating now. Anyway! I saw this particular woman entering the Dekane Dungeon by herself. By the look of her outfit, she may have been a Psykeeper or something.","Nun gut, gut! Ich glaube, ich habe jetzt aufgegessen. Wie auch immer! Ich habe diese Frau gesehen, wie sie den Dekane Dungeon alleine betreten hat. Ihrer Kleidung nach zu urteilen, könnte sie eine Psykeeperin oder so etwas sein."
PROPQUEST_SCENARIO_INC_001901,"Oh! You want to go in after her? Unfortunately, you can't just enter like that. You have to know how exactly!","Oh! Du willst ihr nachgehen? Leider kann man nicht einfach so reingehen. Du musst genau wissen, wie!"
PROPQUEST_SCENARIO_INC_001902,"If you want to learn how to enter the dungeon, you will need the key code from Cell back at the Erons Factory. He will tell you how to do it!","Wenn ihr lernen wollt, wie man die Mine betritt, braucht ihr den Schlüsselcode von Cell in der Erons Factory. Er wird dir sagen, wie es geht!"
PROPQUEST_SCENARIO_INC_001903,"Cell is at the Erons Factory, go ask him how to enter the dungeon.","Cell ist in Erons Factory, frag ihn, wie man die Mine betritt."
PROPQUEST_SCENARIO_INC_001904,"Well, there is no other way to get in! Don't look at me! It's not like I know anything!","Nun, es gibt keinen anderen Weg, um hineinzukommen! Schauen Sie mich nicht an! Es ist nicht so, dass ich etwas weiß!"
PROPQUEST_SCENARIO_INC_001905,Ah… I remember you from before... Why do you come to see me? Dekanes dungeon? Why would you want to enter that cursed mine?,Ah... Ich erinnere mich an dich von früher... Warum kommst du zu mir? Dekanes Mine? Warum willst du diese verfluchte Mine betreten?
PROPQUEST_SCENARIO_INC_001906,Did you meet Cell at Erons Factory?,Hast du Cell in Erons Factory getroffen?
PROPQUEST_SCENARIO_INC_001907,Go to Cell,Geh zu Cell.
PROPQUEST_SCENARIO_INC_001909,Onward Brave Fool!,"Vorwärts, mutiger Narr!"
PROPQUEST_SCENARIO_INC_001910,Ahh I see Cell has given you the code to enter the dungeon!,"Ahh, ich sehe, Cell hat dir den Code zum Betreten der Mine gegeben!"
PROPQUEST_SCENARIO_INC_001911,"Just to be warned, the monsters in the dungeon are quite terrifying! If you feel you aren't prepared for the quest, please go train some more!","Seid gewarnt, die Monster in der Mine sind ziemlich furchterregend! Wenn du das Gefühl hast, dass du nicht auf die Quest vorbereitet bist, trainiere bitte noch etwas mehr!"
PROPQUEST_SCENARIO_INC_001912,Are you going to enter then and look for that woman?,Werden Sie hineingehen und nach dieser Frau suchen?
PROPQUEST_SCENARIO_INC_001913,"Well, you are the bravest fool I've ever met. Let's hope this woman is worth all the effort! Hah!","Sie sind der mutigste Narr, den ich je getroffen habe. Hoffen wir, dass diese Frau die ganze Mühe wert ist! Hah!"
PROPQUEST_SCENARIO_INC_001914,"Changed your mind? Well if you aren't busy, maybe you could go bring me some more Greemong Jelly and Syliaca Fillets! I kid I kid! Haha!","Hast du deine Meinung geändert? Nun, wenn du nicht beschäftigt bist, könntest du mir vielleicht noch etwas Greemong-Gelee und Syliaca-Filets bringen! Ich scherze, ich scherze! Haha!"
PROPQUEST_SCENARIO_INC_001915,Woah! Surprised me! Shouldn't sneak up on a lady like that! Hehe.,Puh! Das hat mich überrascht! Man sollte sich nicht so an eine Dame heranschleichen! Hehe.
PROPQUEST_SCENARIO_INC_001916,"Well, are you going to head into the mine or are you reconsidering already?",Willst du in die Mine gehen oder überlegst du es dir schon?
PROPQUEST_SCENARIO_INC_001917,Enter the Dekane Dungeon and search for the Mysterious Woman.,Betreten Sie die Dekane Mine und suchen Sie nach der geheimnisvollen Frau.
PROPQUEST_SCENARIO_INC_001919,The Alluring Enchantress,Die verführerische Verzauberin
PROPQUEST_SCENARIO_INC_001920,"Ah! So you braved all the perils of the dungeon just to meet me eh? Oh my name? Well, I don't just give that out to anyone! Hehe.","Ah! Du hast also allen Gefahren der Mine getrotzt, nur um mich zu treffen? Oh, mein Name? Nun, den verrate ich nicht einfach so! Hehe."
PROPQUEST_SCENARIO_INC_001921,"Before I bestow upon you the most graceful name ever, you have to show me you are worthy to receive it! How? Oh its quite simple! Hehe. Just kill 20 Keakoon Guards!","Bevor ich dir den anmutigsten Namen überhaupt gebe, musst du mir zeigen, dass du würdig bist, ihn zu erhalten! Und wie? Oh, das ist ganz einfach! Hehe. Töte einfach 20 Keakoon Guards!"
PROPQUEST_SCENARIO_INC_001922,There should be more than enough Keakoon Guards in this very dungeon. Just kill 20 of them and you will have the privilege of knowing my name!,"Es sollte mehr als genug Keakoon Guards in dieser Mine geben. Töte einfach 20 von ihnen und du wirst das Privileg haben, meinen Namen zu erfahren!"
PROPQUEST_SCENARIO_INC_001923,"Oh well, I guess that is your loss then. Hehe.","Tja, das ist dann wohl dein Verlust. Hehe."
PROPQUEST_SCENARIO_INC_001924,"Wow, that was quick! Apparently someone really wants to know my name? Hehe.","Wow, das ging aber schnell! Anscheinend will jemand wirklich meinen Namen wissen? Hehe."
PROPQUEST_SCENARIO_INC_001925,"Well, you could stand there and stare at me all day, but that won't kill those Keakoon Guards any faster now will it? Hehe.","Nun, du könntest den ganzen Tag dastehen und mich anstarren, aber das würde die Keakoon Guards auch nicht schneller töten, oder? Hehe."
PROPQUEST_SCENARIO_INC_001926,Kill 20 Keakoon Guards.,Töte 20 Keakoon Guards.
PROPQUEST_SCENARIO_INC_001928,Ainher's Request,Ainhers Auftrag.
PROPQUEST_SCENARIO_INC_001929,"The name is Ainher. Yes, try not to let the pure beauty of it make you go completely deaf. I'm sure you didn't just come all this way to learn my name though, so what DID you come here for?","Der Name ist Ainher. Ja, versuch, dich von seiner reinen Schönheit nicht völlig taub machen zu lassen. Ich bin mir sicher, dass du nicht den ganzen Weg hierher gekommen bist, um meinen Namen zu erfahren, also warum bist du hierher gekommen?"
PROPQUEST_SCENARIO_INC_001930,"Hehe, how did you know about the original 8 heroes? Ah it's ok, I've had creepier stalkers! I am the reincarnation of the original Psykeeper Hero Offerep…","Hehe, woher wusstest du von den acht Originalhelden? Ach, ist schon okay, ich hatte schon unheimlichere Stalker! Ich bin die Reinkarnation des Psykeeper Hero Offerep..."
PROPQUEST_SCENARIO_INC_001931,"I see. So Reonan looks to reunite the original heroes. If t his is the case, then something important must be going on! Unfortunately, I am rather tied down at the moment with research…","Ich verstehe. Reonan will also die ursprünglichen Helden wieder zusammenbringen. Wenn das der Fall ist, dann muss etwas Wichtiges vor sich gehen! Leider bin ich im Moment mit meinen Recherchen ziemlich eingespannt..."
PROPQUEST_SCENARIO_INC_001932,"I guess if you maybe helped me to finish my research I would consider joining up. If you want to be of assistance to me, then please go talk to Drico and collect the Agony Ore.","Ich denke, wenn ihr mir vielleicht dabei helft, meine Forschungen zu beenden, würde ich in Betracht ziehen, mich euch anzuschließen. Wenn ihr mir helfen wollt, dann sprecht bitte mit Drico und sammelt das Agony Ore ein."
PROPQUEST_SCENARIO_INC_001933,"Agony Ore is quite rare, so I'm sure Drico won't be willing to hand it over right away… But, I guess that is now your problem! Hehe.","Agony Ore ist ziemlich selten, also bin ich mir sicher, dass Drico es nicht sofort aushändigen wird... Aber das ist jetzt wohl dein Problem! Hehe."
PROPQUEST_SCENARIO_INC_001934,Change your mind so quickly I see? Guess you weren't in that much of a hurry to get my help then! Hehe.,"Du hast deine Meinung so schnell geändert, wie ich sehe? Dann hattest du es wohl nicht so eilig, meine Hilfe zu bekommen! Hehe."
PROPQUEST_SCENARIO_INC_001935,*Sniff* *Snort* Drico smell a stranger here? What stranger want? *sniff*,*Schnüffeln* *Schnauben* Drico riecht hier einen Fremden? Was will der Fremde? *schnüffel*
